	Gene	FBgn	Position	Sample1	Sample2	FPKM1	FPKM2	FoldChange.Log2	TestStat	Pval	Qval
226	CG13108	FBgn0032100	2L:9164234-9166543	young	old	22.2121	9.90085	-1.16572	-1.12739	0.00935	0.0474005
227	CG1315	FBgn0033744	3R:2466953-2470156	young	old	17.9865	30.4006	0.757185	1.26324	0.00265	0.0175421
228	CG13165	FBgn0261611	2R:8167277-8185752	young	old	5.45253	2.5853	-1.0766	-1.32244	0.00435	0.0260413
229	CG13168	FBgn0033705	2R:8141496-8143197	young	old	2.0655	0.730484	-1.49957	-1.24587	0.0054	0.0308879
230	CG13183	FBgn0033667	2R:7791827-7800280	young	old	1.44992	0.392247	-1.88613	-1.51738	0.00165	0.011996
231	CG13226	FBgn0033594	2R:7131794-7132508	young	old	0.304412	2.26103	2.89289	1.56958	0.00225	0.0153201
232	CG13229	FBgn0033579	2R:7027373-7031176	young	old	8.76404	4.90309	-0.837905	-1.09142	0.0073	0.0391203
233	CG13248	FBgn0036984	3L:20400200-20403669	young	old	24.5965	14.6161	-0.750894	-1.39647	0.00075	0.00623234
234	CG13253	FBgn0037015	3L:20702504-20712298	young	old	39.8112	19.4677	-1.03209	-1.69095	5e-05	0.000618758
235	CG13283	FBgn0032613	2L:16835135-16837258	young	old	8.49492	16.8763	0.990325	1.6	3e-04	0.00290595
236	CG13305	FBgn0035921	3L:8638011-8639918	young	old	26.8243	5.11474	-2.39081	-2.91442	5e-05	0.000618758
237	CG13315	FBgn0040827	3L:9089975-9090596	young	old	1357.29	3160.65	1.21949	1.37967	0.0018	0.012942
238	CG13335	FBgn0261989	2R:9459028-9460045	young	old	2.52847	72.375	4.83915	4.87164	5e-05	0.000618758
239	CG13344	FBgn0033884	2R:9749516-9751663	young	old	18.9028	10.3576	-0.867908	-1.50652	0.00015	0.00164377
240	CG13360	FBgn0025620	X:678823-684122	young	old	74.5176	24.0128	-1.63377	-2.77917	5e-05	0.000618758
241	CG13365	FBgn0029529	X:514747-515241	young	old	80.2164	43.4185	-0.885587	-1.43059	3e-04	0.00290595
242	CG13366	FBgn0025633	X:504578-514228	young	old	17.8427	11.5881	-0.622691	-1.17797	0.00395	0.0241502
243	CG13386	FBgn0032040	2L:8399043-8399972	young	old	1.46418	0.246013	-2.57328	-1.3533	0.00445	0.0265423
244	CG13408	FBgn0038929	3R:17906103-17909195	young	old	14.8637	7.82895	-0.924901	-1.2216	0.0038	0.0233647
245	CG13409	FBgn0038926	3R:17855170-17857632	young	old	36.9617	20.5418	-0.84747	-1.57818	1e-04	0.00115824
246	CG13422	FBgn0034511	2R:16413831-16414331	young	old	350.223	743.731	1.08651	1.58007	5e-05	0.000618758
247	CG13423	FBgn0034513	2R:16424082-16425767	young	old	0.0989622	1.13726	3.52254	1.93553	0.00185	0.0131753
248	CG13430	FBgn0034518	2R:16437837-16439591	young	old	26.1545	15.4216	-0.762113	-1.33616	0.00115	0.00886935
249	CG13458	FBgn0036479	3L:15106656-15109473	young	old	5.48905	2.5814	-1.08841	-1.35087	0.00205	0.0141858
250	CG13506	FBgn0034723	2R:18270640-18281527	young	old	40.8872	27.6595	-0.563876	-1.08364	0.008	0.0418607
251	CG13510	FBgn0034758	2R:18545409-18546718	young	old	3.40227	29.3834	3.11043	2.67408	5e-05	0.000618758
252	CG13531	FBgn0034786	2R:18733523-18741220	young	old	6.06527	9.34868	0.624189	1.0941	0.0075	0.0399509
253	CG13532	FBgn0034788	2R:18758814-18761956	young	old	15.4678	7.6338	-1.0188	-1.66471	2e-04	0.00208188
254	CG13563	FBgn0034966	2R:19936727-19945128	young	old	4.19723	0.324859	-3.69155	-1.18579	0.00855	0.0441705
255	CG13565	FBgn0034935	2R:19834481-19836137	young	old	110.178	189.896	0.785374	1.3576	4e-04	0.00369149
256	CG1358	FBgn0033196	2R:3483239-3508216	young	old	28.3391	17.5823	-0.68867	-1.23463	0.00265	0.0175421
257	CG13606	FBgn0039161	3R:19998352-20009752	young	old	43.1704	7.13275	-2.59751	-2.66222	5e-05	0.000618758
258	CG13624	FBgn0039209	3R:20385001-20408577	young	old	6.4752	10.7296	0.728606	1.31861	0.00105	0.0082679
259	CG13636	FBgn0039232	3R:20659675-20666217	young	old	35.9709	18.2796	-0.976598	-1.78625	5e-05	0.000618758
260	CG13646	FBgn0039255	3R:20773353-20775261	young	old	1.57862	18.9884	3.58839	3.52133	5e-05	0.000618758
261	CG13650	FBgn0039277	3R:20934944-20938238	young	old	35.4178	22.9824	-0.623947	-1.2013	0.0031	0.0198351
262	CG13658	FBgn0039315	3R:21113195-21114652	young	old	2.1482	12.0322	2.4857	2.61803	5e-05	0.000618758
263	CG13659	FBgn0039319	3R:21121849-21128039	young	old	7.65268	18.4578	1.2702	1.514	4e-04	0.00369149
264	CG1368	FBgn0030539	X:14068793-14069703	young	old	4.5544	0.775892	-2.55334	-1.5788	7e-04	0.00587687
265	CG1371	FBgn0033482	2R:5956613-5963147	young	old	24.8612	15.9453	-0.640761	-1.22029	0.00295	0.0191007
266	CG13722	FBgn0035553	3L:4485408-4488013	young	old	1.28271	0.142549	-3.16966	-1.88198	9e-04	0.00726849
267	CG13741	FBgn0033374	2R:4975357-4982173	young	old	0.413508	7.68364	4.2158	1.1858	0.00185	0.0131753
268	CG13743	FBgn0033368	2R:4932354-4947411	young	old	16.53	7.27445	-1.18418	-2.08254	5e-05	0.000618758
269	CG13745	FBgn0033354	2R:4822077-4827299	young	old	0.424967	1.04219	1.2942	1.22652	0.0035	0.0219627
270	CG13748	FBgn0033355	2R:4827919-4828641	young	old	0.159943	1.2826	3.00344	1.2808	0.00865	0.0445457
271	CG13749	FBgn0033353	2R:4820927-4821950	young	old	0.845641	3.26676	1.94975	1.41864	6e-04	0.00516159
272	CG13751	FBgn0033340	2R:4787745-4788877	young	old	123.238	205.081	0.734743	1.08349	0.0083	0.0430841
273	CG13779	FBgn0266666	2L:7063984-7065833	young	old	125.375	201.258	0.682797	1.272	0.0019	0.0134529
274	CG13784	FBgn0031897	2L:7205249-7220029	young	old	33.1627	53.2052	0.682006	1.23509	0.00185	0.0131753
275	CG13793	FBgn0031935	2L:7716971-7719487	young	old	6.08577	14.1658	1.2189	1.72713	2e-04	0.00208188
276	CG13794	FBgn0031936	2L:7719846-7722823	young	old	48.4137	91.0733	0.911612	1.59516	1e-04	0.00115824
277	CG13795	FBgn0031937	2L:7723309-7726298	young	old	40.8164	108.587	1.41163	2.48727	5e-05	0.000618758
278	CG13802	FBgn0264002	3L:2282882-2300960	young	old	3.32644	1.36171	-1.28856	-1.27332	0.0069	0.0373664
279	CG13830	FBgn0039054	3R:18896370-18938437	young	old	132.486	69.0511	-0.940106	-1.52455	0.00025	0.00250102
280	CG13833	FBgn0039040	3R:18859005-18861285	young	old	83.3233	42.0522	-0.986541	-1.71773	5e-05	0.000618758
281	CG13856	FBgn0038959	3R:18228376-18230783	young	old	22.2299	10.8975	-1.02851	-1.49583	7e-04	0.00587687
282	CG13887	FBgn0035165	3L:837855-839747	young	old	113.009	206.175	0.867427	1.57685	0.00025	0.00250102
283	CG13920	FBgn0025712	3L:1648942-1652918	young	old	75.9666	34.8236	-1.1253	-1.29495	0.0024	0.0161946
284	CG13936	FBgn0035282	3L:1850914-1855591	young	old	6.71656	2.19427	-1.61398	-1.67428	3e-04	0.00290595
285	CG13937	FBgn0035287	3L:1876550-1883037	young	old	49.024	25.5407	-0.94069	-1.69074	0.00015	0.00164377
286	CG13962	FBgn0032824	2L:19813744-19814536	young	old	0.228588	1.24723	2.44791	1.30284	0.0099	0.0497497
287	CG13999	FBgn0031753	2L:5955311-5956466	young	old	26.065	8.33973	-1.64404	-2.28281	5e-05	0.000618758
288	CG14024	FBgn0031697	2L:5312135-5314885	young	old	13.4198	7.5207	-0.835428	-1.08075	0.0057	0.0322824
289	CG14109	FBgn0036364	3L:13434296-13435520	young	old	95.6566	51.2821	-0.899408	-1.66611	5e-05	0.000618758
290	CG14132	FBgn0040817	3L:11705328-11708382	young	old	77.2843	12.4009	-2.63973	-3.99809	5e-05	0.000618758
291	CG1416	FBgn0032961	2L:21758001-21760915	young	old	40.5385	66.4777	0.713576	1.31036	0.00165	0.011996
292	CG14180	FBgn0266101	3L:9465969-9467604	young	old	17.9141	10.1761	-0.815908	-1.20339	0.00215	0.014742
293	CG14191	FBgn0030981	X:18975699-18976599	young	old	1.33487	38.6773	4.85672	3.79671	5e-05	0.000618758
294	CG14193	FBgn0030994	X:19084246-19085062	young	old	0.316688	1.44393	2.18887	1.21777	0.00645	0.0355005
295	CG14200	FBgn0031023	X:19403978-19411265	young	old	1.50328	3.60507	1.26191	1.74355	1e-04	0.00115824
296	CG14221	FBgn0031042	X:19512849-19515151	young	old	4.97764	1.11598	-2.15716	-1.86167	0.00025	0.00250102
297	CG14232	FBgn0031061	X:19596014-19598178	young	old	6.7018	11.3174	0.755926	1.10238	0.00605	0.0337748
298	CG14235	FBgn0031066	X:19634574-19638371	young	old	1418.02	731.623	-0.954708	-1.48133	5e-04	0.00444627
299	CG14246	FBgn0040608	3R:22553263-22555772	young	old	10.3578	1.49818	-2.78944	-1.99736	2e-04	0.00208188
300	CG14259	FBgn0039483	3R:22920218-22921578	young	old	87.5916	34.4653	-1.34565	-2.43195	5e-05	0.000618758
301	CG14274	FBgn0032023	2L:8338311-8342056	young	old	46.1841	18.878	-1.29069	-2.29611	5e-05	0.000618758
302	CG14298	FBgn0038654	3R:14701429-14702928	young	old	95.3278	31.7374	-1.58671	-2.62842	5e-05	0.000618758
303	CG14301	FBgn0038632	3R:14454869-14467179	young	old	6.23274	1.33447	-2.2236	-2.35593	5e-05	0.000618758
304	CG14312	FBgn0038596	3R:14108699-14109255	young	old	25.6094	11.6321	-1.13856	-1.26258	0.0039	0.0238893
305	CG14314	FBgn0038581	3R:14041855-14043741	young	old	23.6273	14.5109	-0.703315	-1.22346	0.00195	0.0136879
306	CG14321	FBgn0038540	3R:13559321-13560103	young	old	29.4322	12.5367	-1.23124	-1.63756	2e-04	0.00208188
307	CG14329	FBgn0038525	3R:13435083-13436255	young	old	32.0544	73.9616	1.20626	2.01039	5e-05	0.000618758
308	CG14340	FBgn0031302	2L:1112987-1114140	young	old	17.6522	3.53182	-2.32137	-2.44851	5e-05	0.000618758
309	CG14356	FBgn0038207	3R:9956399-9957791	young	old	7.59452	2.33508	-1.70148	-1.41324	0.00215	0.014742
310	CG14375	FBgn0038147	3R:9214780-9220912	young	old	89.8298	176.792	0.976788	1.49478	0.00075	0.00623234
311	CG14407	FBgn0030584	X:14731503-14732230	young	old	157.828	106.424	-0.56853	-1.0825	0.0074	0.0395693
312	CG14442	FBgn0029893	X:6583328-6589034	young	old	4.09989	7.06673	0.785456	1.28222	0.0018	0.012942
313	CG14482	FBgn0034245	2R:13459836-13460259	young	old	1272.56	534.814	-1.25062	-2.37097	5e-05	0.000618758
314	CG14495	FBgn0034293	2R:13935616-13937230	young	old	20.0803	6.63773	-1.59702	-1.97588	5e-05	0.000618758
315	CG14567	FBgn0037126	3L:21730704-21731530	young	old	15.6227	92.8972	2.57199	3.58911	5e-05	0.000618758
316	CG14572	FBgn0037128	3L:21734638-21735541	young	old	0.101693	2.32375	4.51417	2.07105	0.0042	0.0252829
317	CG14591	FBgn0033054	2R:1924062-1928087	young	old	212.594	102.359	-1.05447	-1.86425	5e-05	0.000618758
318	CG14642	FBgn0037222	3R:60867-68868	young	old	0.937678	4.80415	2.35712	0.176741	0.00475	0.0279729
319	CG14650	FBgn0037252	3R:263101-267050	young	old	17.6461	11.7989	-0.580691	-1.09251	0.0095	0.0480861
320	CG14669	FBgn0037326	3R:1240274-1283322	young	old	7.89818	4.68549	-0.753321	-1.26515	0.0018	0.012942
321	CG1468	FBgn0030157	X:9772454-9773312	young	old	210.448	654.767	1.63751	2.59042	5e-05	0.000618758
322	CG14681	FBgn0262717	3R:6512664-6522190	young	old	7.30263	23.2605	1.67139	1.94465	5e-05	0.000618758
323	CG14686	FBgn0037832	3R:6605296-6606547	young	old	1.12039	0.249045	-2.16952	-1.1746	0.00745	0.0397279
324	CG14687	FBgn0037835	3R:6618627-6619370	young	old	714.445	138.345	-2.36855	-4.146	5e-05	0.000618758
325	CG14709	FBgn0263316	3R:7394971-7404467	young	old	10.2814	17.4812	0.765765	1.41706	0.00065	0.00551878
326	CG14757	FBgn0033274	2R:4059968-4061118	young	old	124.446	56.1649	-1.14779	-2.05027	5e-05	0.000618758
327	CG14782	FBgn0025381	X:1372584-1375455	young	old	20.9328	38.9298	0.895105	1.60244	5e-05	0.000618758
328	CG14786	FBgn0027794	X:1351207-1354591	young	old	1.09589	2.69406	1.29768	1.22306	0.0042	0.0252829
329	CG14812	FBgn0026090	X:1752003-1752984	young	old	54.7774	83.3477	0.605562	1.09598	0.00775	0.0408811
330	CG14823	FBgn0035734	3L:7053005-7070562	young	old	104.402	166.89	0.67675	1.13821	0.00655	0.0359092
331	CG1486	FBgn0031174	X:21195071-21199176	young	old	4.73867	8.02754	0.760477	1.22904	0.00355	0.0221625
332	CG14869	FBgn0038341	3R:11267964-11301915	young	old	3.58678	1.99579	-0.845731	-1.32451	0.00195	0.0136879
333	CG14872	FBgn0264776	3R:11333780-11335362	young	old	92.2703	196.192	1.08833	1.84419	5e-05	0.000618758
334	CG14880	FBgn0038422	3R:12186050-12194026	young	old	12.5335	5.76221	-1.1211	-1.67181	1e-04	0.00115824
335	CG14906	FBgn0015351	3R:12475702-12478029	young	old	5.72033	31.6029	2.46589	3.61859	5e-05	0.000618758
336	CG1492	FBgn0030361	X:11901210-11906242	young	old	11.6954	6.13489	-0.930837	-1.13547	0.0084	0.0434876
337	CG14933	FBgn0040968	2L:11814825-11928570	young	old	224.404	768.625	1.77619	1.46505	0.001	0.00794467
338	CG14969	FBgn0035440	3L:3330141-3334978	young	old	21.432	33.2873	0.635208	1.12085	0.006	0.0335725
339	CG14989	FBgn0035495	3L:4088999-4091677	young	old	148.951	92.4046	-0.688805	-1.26456	0.002	0.0139088
340	CG15021	FBgn0035544	3L:4436720-4438320	young	old	39.7164	15.1504	-1.39038	-2.22513	5e-05	0.000618758
341	CG15023	FBgn0035548	3L:4460620-4461339	young	old	2.47517	0	NA	NA	5e-05	0.000618758
342	CG15024	FBgn0040699	3L:4463047-4463723	young	old	2.74578	0.0679642	-5.3363	-1.14742	0.0094	0.0476293
343	CG15046	FBgn0030927	X:18381680-18383519	young	old	0.917729	2.77677	1.59727	1.22772	0.00555	0.0315426
344	CG15068	FBgn0040733	2R:14277846-14278114	young	old	4861.02	14796.2	1.6059	2.00598	5e-05	0.000618758
345	CG15080	FBgn0034391	2R:14670805-14682105	young	old	1.28115	0.422199	-1.60145	-1.56247	4e-04	0.00369149
346	CG15093	FBgn0034390	2R:14663173-14664481	young	old	54.9776	144.729	1.39644	2.21165	5e-05	0.000618758
347	CG15096	FBgn0034394	2R:14695840-14702514	young	old	159.887	374.934	1.22958	2.03955	5e-05	0.000618758
348	CG15098	FBgn0034398	2R:14720876-14722276	young	old	1096.55	2029.85	0.888395	1.24528	0.002	0.0139088
349	CG15117	FBgn0034417	2R:15009734-15016746	young	old	12.2988	20.5236	0.738758	1.29913	0.00125	0.00952028
350	CG15143	FBgn0032647	2L:17501466-17525517	young	old	0.402686	1.45777	1.85603	1.37754	0.00475	0.0279729
351	CG15194	FBgn0262685	X:11353914-11354832	young	old	0.84457	0.0443953	-4.24974	-0.767356	0.00985	0.0495749
352	CG15199	FBgn0030270	X:11034503-11035868	young	old	15.0749	32.7461	1.11917	1.38572	4e-04	0.00369149
353	CG15201	FBgn0030272	X:11038152-11038845	young	old	996.16	576.281	-0.789605	-1.40951	4e-04	0.00369149
354	CG15202	FBgn0030271	X:11036712-11037412	young	old	122.864	44.07	-1.47919	-2.05353	5e-05	0.000618758
355	CG15213	FBgn0040843	3L:5125895-5126320	young	old	38.9448	4.21705	-3.20712	-2.61512	5e-05	0.000618758
356	CG15220	FBgn0266421	X:11509261-11509873	young	old	21.8762	44.1202	1.01208	1.34251	0.0019	0.0134529
357	CG15247	FBgn0030156	X:9768524-9770705	young	old	5.239	1.77802	-1.55902	-1.83761	5e-05	0.000618758
358	CG15251	FBgn0263216	X:9861354-9864791	young	old	1.96247	0.611146	-1.68308	-1.15509	0.00685	0.0371988
359	CG15282	FBgn0028855	2L:14712664-14713266	young	old	149.516	371.72	1.31391	1.86476	5e-05	0.000618758
360	CG15293	FBgn0028526	2L:14108056-14109304	young	old	527.01	1417.95	1.4279	1.77279	5e-05	0.000618758
361	CG15309	FBgn0030183	X:10100625-10106379	young	old	17.1419	9.94268	-0.785822	-1.31961	0.0015	0.0111039
362	CG15313	FBgn0263132	X:9943757-9944448	young	old	7.15642	2.00831	-1.83325	-1.37673	0.0013	0.00985497
363	CG15347	FBgn0030040	X:8352526-8354927	young	old	4.65272	36.7138	2.98017	2.94535	5e-05	0.000618758
364	CG15353	FBgn0040718	2L:2006762-2007193	young	old	228.756	35.772	-2.67691	-3.52011	5e-05	0.000618758
365	CG15368	FBgn0030104	X:9109911-9110400	young	old	9.96607	3.31195	-1.58934	-1.26067	0.0031	0.0198351
366	CG1537	FBgn0030260	X:10956053-10957118	young	old	20.8937	11.4843	-0.863404	-1.12845	0.0046	0.027287
367	CG15412	FBgn0031528	2L:3373566-3375711	young	old	24.4905	6.18163	-1.98617	-3.07872	5e-05	0.000618758
368	CG15414	FBgn0031542	2L:3480754-3491048	young	old	8.31757	1.68245	-2.3056	-2.05061	5e-05	0.000618758
369	CG1544	FBgn0039827	3R:27022639-27029450	young	old	4.66174	15.0624	1.69201	2.5228	5e-05	0.000618758
370	CG1545	FBgn0030259	X:10951577-10953652	young	old	44.387	26.4272	-0.748117	-1.18028	0.00405	0.0246228
371	CG15456	FBgn0040650	X:20297535-20298104	young	old	36.2817	19.0619	-0.928553	-1.17791	0.0031	0.0198351
372	CG15478	FBgn0029955	X:7606815-7611961	young	old	4.28307	1.80471	-1.24688	-1.2125	0.0053	0.0304407
373	CG15484	FBgn0032452	2L:12706798-12707590	young	old	0.208911	0.760921	1.86486	0.899716	0.0092	0.0467615
374	CG15497	FBgn0038894	3R:17491299-17492248	young	old	2.65404	8.3997	1.66215	1.53999	0.00045	0.00405706
375	CG15515	FBgn0039719	3R:25731187-25732171	young	old	10.9386	1.64656	-2.7319	-2.36697	5e-05	0.000618758
376	CG15522	FBgn0039723	3R:25752973-25756108	young	old	37.7274	16.2988	-1.21085	-2.02167	5e-05	0.000618758
377	CG15529	FBgn0039748	3R:25977783-25986195	young	old	18.1232	4.29521	-2.07703	-2.05286	5e-05	0.000618758
378	CG15553	FBgn0039817	3R:26924589-26926891	young	old	9.46041	36.269	1.93876	2.92537	5e-05	0.000618758
379	CG15554	FBgn0039820	3R:26951872-26953058	young	old	3.00997	0.811705	-1.89072	-1.34111	7e-04	0.00587687
380	CG15589	FBgn0037409	3R:2024534-2033403	young	old	1.9159	0.618475	-1.63123	-1.49226	0.00015	0.00164377
381	CG1561	FBgn0030317	X:11474850-11479787	young	old	558.204	257.712	-1.11503	-1.63739	5e-05	0.000618758
382	CG15630	FBgn0031627	2L:4734591-4794040	young	old	55.9684	34.4608	-0.699658	-1.2932	0.0014	0.010507
383	CG15651	FBgn0034567	2R:16866848-16874000	young	old	12.0963	5.33668	-1.18055	-1.8036	1e-04	0.00115824
384	CG15661	FBgn0034605	2R:17102939-17105258	young	old	61.991	101.793	0.715506	1.31207	0.0016	0.0116934
385	CG15666	FBgn0034622	2R:17229489-17233113	young	old	1.46051	5.57569	1.93268	2.14333	5e-05	0.000618758
386	CG15673	FBgn0034639	2R:17495897-17500594	young	old	19.6523	32.4864	0.725139	1.20886	0.00275	0.0180815
387	CG15704	FBgn0034103	2R:12167518-12167975	young	old	53.9351	18.2015	-1.56717	-1.93476	5e-05	0.000618758
388	CG15717	FBgn0030451	X:13023052-13024324	young	old	44.0059	79.139	0.84669	1.53787	0.00025	0.00250102
389	CG1572	FBgn0030309	X:11449317-11452687	young	old	155.731	234.943	0.593252	1.07559	0.00855	0.0441705
390	CG15765	FBgn0029814	X:5712596-5733606	young	old	31.0914	18.9529	-0.7141	-1.36178	9e-04	0.00726849
391	CG15772	FBgn0029799	X:5646541-5648917	young	old	34.2832	15.5112	-1.14419	-1.68164	0.00015	0.00164377
392	CG15784	FBgn0029766	X:5324712-5326494	young	old	22.8783	235.474	3.36352	5.3911	5e-05	0.000618758
393	CG1582	FBgn0030246	X:10788968-10793335	young	old	6.58605	11.6907	0.827874	1.46981	4e-04	0.00369149
394	CG15887	FBgn0038132	3R:9113370-9114532	young	old	3.18584	0.117036	-4.76666	-2.20929	0.0046	0.027287
395	CG15917	FBgn0034199	2R:13023961-13024408	young	old	169.515	249.352	0.556769	1.04703	0.00915	0.0466287
396	CG1628	FBgn0030218	X:10490109-10496747	young	old	31.8289	19.2033	-0.728985	-1.26717	0.00255	0.017007
397	CG1635	FBgn0039854	3R:27414389-27416111	young	old	37.7231	22.4568	-0.748295	-1.34552	0.00045	0.00405706
398	CG1667	FBgn0033453	2R:5730191-5733964	young	old	9.64832	25.7435	1.41586	2.12606	5e-05	0.000618758
399	CG16704	FBgn0031558	2L:3692137-3692588	young	old	494.899	1264.06	1.35286	2.16756	5e-05	0.000618758
400	CG16712	FBgn0031561	2L:3696239-3696661	young	old	4117.37	11698.9	1.50658	1.76494	3e-04	0.00290595
401	CG16713	FBgn0031560	2L:3695031-3695406	young	old	566.707	1802.97	1.6697	2.57429	5e-05	0.000618758
402	CG16718	FBgn0038721	3R:15459139-15468466	young	old	16.3242	24.9862	0.614116	1.1234	0.0059	0.0332032
403	CG16721	FBgn0029820	X:5773890-5777433	young	old	55.5489	29.8058	-0.898164	-1.68961	5e-05	0.000618758
404	CG1673	FBgn0030482	X:13290925-13295262	young	old	39.9322	84.2702	1.07747	1.97592	5e-05	0.000618758
405	CG1674	FBgn0039897	4:251355-266529	young	old	81.7946	24.2606	-1.75339	-3.28144	5e-05	0.000618758
406	CG16758	FBgn0035348	3L:2466902-2503584	young	old	155.797	430.927	1.46777	1.93905	5e-05	0.000618758
407	CG16786	FBgn0034974	2R:19969254-19973683	young	old	4.55105	1.18723	-1.9386	-2.32602	5e-05	0.000618758
408	CG16799	FBgn0034538	2R:16534112-16548432	young	old	53.7942	104.306	0.955304	1.5462	0.00025	0.00250102
409	CG16820	FBgn0032495	2L:13246230-13250193	young	old	13.484	6.19048	-1.12313	-1.63711	0.00015	0.00164377
410	CG16836	FBgn0040735	2R:14276599-14276963	young	old	788.034	2043.35	1.37461	2.05367	5e-05	0.000618758
411	CG16857	FBgn0028482	2L:4324572-4331837	young	old	47.7754	28.4309	-0.748807	-1.30742	0.0016	0.0116934
412	CG16884	FBgn0028544	2L:13914724-13955757	young	old	55.3817	0.479283	-6.85239	-1.77747	0.00025	0.00250102
413	CG16885	FBgn0032538	2L:13914724-13955757	young	old	50.7588	1.15742	-5.45467	-2.08753	0.0066	0.0361427
414	CG16898	FBgn0034480	2R:15891123-15892492	young	old	20.677	49.7889	1.2678	2.11419	5e-05	0.000618758
415	CG16926	FBgn0040732	2R:15385258-15388801	young	old	518.062	1262.39	1.28496	1.68969	5e-05	0.000618758
416	CG16974	FBgn0032479	2L:13184941-13191949	young	old	79.8003	45.4855	-0.810989	-1.44851	0.00025	0.00250102
417	CG16978	FBgn0040972	2L:13143306-13144490	young	old	50.4474	98.5711	0.966386	1.57861	5e-05	0.000618758
418	CG17002	FBgn0033122	2R:2873567-2876427	young	old	2.01971	4.69532	1.21707	1.14964	0.00795	0.0416884
419	CG17005	FBgn0032109	2L:9327743-9330067	young	old	14.3048	2.34406	-2.60942	-2.76228	5e-05	0.000618758
420	CG17032	FBgn0036547	3L:15951942-15953709	young	old	66.7975	41.8054	-0.676104	-1.26878	0.00145	0.0108075
421	CG17065	FBgn0031099	X:20125717-20128157	young	old	4.99621	9.70891	0.958475	1.15589	0.0078	0.0410562
422	CG17107	FBgn0032281	2L:10681974-10682383	young	old	4.4865	99.7802	4.47509	3.99836	5e-05	0.000618758
423	CG17108	FBgn0032285	2L:10692939-10694103	young	old	647.691	2263.48	1.80516	2.20593	5e-05	0.000618758
424	CG17190	FBgn0038761	3R:15837497-15838327	young	old	17.2498	8.42803	-1.03331	-1.26791	0.0037	0.0229522
425	CG17193	FBgn0040571	3R:15862142-15881815	young	old	9.13529	5.02626	-0.861965	-1.46372	0.00045	0.00405706
426	CG17211	FBgn0032414	2L:12125097-12129629	young	old	10.1467	0.495648	-4.35555	-4.79489	5e-05	0.000618758
427	CG17224	FBgn0031489	2L:3016590-3018304	young	old	64.6167	193.314	1.58097	2.81363	5e-05	0.000618758
428	CG17244	FBgn0039031	3R:18802992-18803613	young	old	197.874	297.959	0.590535	1.07142	0.0075	0.0399509
429	CG17270	FBgn0038828	3R:16642162-16644646	young	old	20.3731	12.9165	-0.657456	-1.09592	0.00755	0.0401078
430	CG17271	FBgn0038829	3R:16644848-16647587	young	old	69.3712	111.358	0.682791	1.24235	0.00255	0.017007
431	CG17278	FBgn0046763	3R:16846755-16849885	young	old	21.085	31.7653	0.591239	1.11539	0.00635	0.035029
432	CG17279	FBgn0038850	3R:16875735-16876637	young	old	2.65761	9.1973	1.79108	1.46273	0.003	0.0193987
