Affy ID,Q value (Age),Old,Young,Fold Change (Young/Old),Fold Change (Old/Young),FlyBase ID,Symbol,Name
 149570_at,0.01410898,18.725,30.7875,1.6,0.6,FBgn0037716,CG8273,---
 149571_at,0.03089146,29.1,41.675,1.4,0.7,FBgn0037722,CG8319,---
 149574_at,0.01410898,27.275,48.925,1.8,0.6,FBgn0028997,nmdyn-D7,---
 149581_at,0.01590141,10.275,7.1,0.7,1.4,FBgn0037743,CG8412,---
 149586_at,0.01012972,138.4625,117.9,0.9,1.2,FBgn0037752,RpS29,Ribosomal protein S29
 149590_at,0.02983253,25.7375,39.8125,1.5,0.6,FBgn0037757,CG8516,---
 149605_at,0.01479896,20.1625,38.875,1.9,0.5,FBgn0053208,MICAL,Saccharomyces cerevisiae UAS construct a of Terman
 149606_at,0.004365517,68.65,131.9375,1.9,0.5,FBgn0037777,CG11722,---
 149639_at,0.02128737,50.525,82.025,1.6,0.6,FBgn0037827,CG4073,---
 149663_at,0.01997197,135.875,104.2625,0.8,1.3,FBgn0040256,Ugt86Dd,---
 149672_at,0.004128222,95.725,128.8875,1.3,0.7,FBgn0037872,nocturnin,nocturnin
 149688_at,0.00944194,44.225,51.825,1.2,0.9,FBgn0037902,CG5281,---
 149694_at,0.03063326,102.175,88.7625,0.9,1.2,FBgn0037917,CG5344,---
 149716_at,0.009512914,17.95,40.6,2.3,0.4,FBgn0037963,Cad87A,---
 149722_at,0.01997197,236.3625,162.95,0.7,1.5,FBgn0037973,CG18547,---
 149723_at,0.01387295,164.2125,86.3,0.5,1.9,FBgn0037974,CG12224,---
 149732_at,0.005085701,15.4125,32.4625,2.1,0.5,FBgn0051361,dpr17,---
 149735_at,0.003919362,11.975,31.1875,2.6,0.4,FBgn0037994,CG4810,---
 149747_at,0.03333612,59.5125,44.1,0.7,1.3,FBgn0038009,CG17738,---
 149755_at,0.01105954,161.6375,92.0625,0.6,1.8,FBgn0038020,GstD9,Glutathione S transferase D9
 149756_at,0.005383554,189.425,74.6,0.4,2.5,FBgn0010038,GstD2,Glutathione S transferase D2
 149757_at,0.02740427,43.6,30.4125,0.7,1.4,FBgn0010039,GstD3,Glutathione S transferase D3
 149759_at,0.00658416,52.1,13.8,0.3,3.8,FBgn0010041,GstD5,Glutathione S transferase D5
 149762_at,0.01393382,58.7,42.6875,0.7,1.4,FBgn0010044,GstD8,Glutathione S transferase D8
 149772_at,0.01828783,27.65,37.475,1.4,0.7,FBgn0038041,Spp,SNFs Protein Partner
 149774_at,0.01525072,77.4875,117.825,1.5,0.7,FBgn0038043,CG17202,---
 149790_at,0.002916799,13.925,30.1,2.2,0.5,FBgn0038069,CG11608,---
 149794_at,0.002012138,572.4,210.0375,0.4,2.7,FBgn0038074,CG6188,---
 149813_at,0.003200294,113.275,91.3375,0.8,1.2,FBgn0038107,CG17327,---
 149824_at,0.02149196,7.575,13.6625,1.8,0.6,FBgn0038124,CG14380,---
 149849_at,0.02465444,34.1375,8.6875,0.3,3.9,FBgn0038160,CG9759,---
 149855_at,0.000935192,115.5125,65.7,0.6,1.8,FBgn0038172,Adgf-D,Adenosine deaminase-related growth factor D
 149858_at,0.008275753,91.35,184.7,2.0,0.5,FBgn0038175,CG9602,---
 149868_at,0.04103813,83.7375,72.925,0.9,1.1,FBgn0038195,CG3061,---
 149869_at,0.02109527,48.4875,70.6375,1.5,0.7,FBgn0038196,CG9922,---
 149871_at,0.00037429,200.3625,110.425,0.6,1.8,FBgn0038198,CG3153,---
 149880_at,0.04308947,22.1875,42.375,1.9,0.5,FBgn0038209,CG9722,---
 149890_at,0.04435099,31.7,46.525,1.5,0.7,FBgn0038223,CG8538,---
 149899_at,0.004128222,67.6,120.775,1.8,0.6,FBgn0038236,Cyp313a1,---
 149906_i_at,0.001296705,155,74.6625,0.5,2.1,FBgn0038243,CG8066,---
 149907_r_at,0.000595996,123.4875,61.1,0.5,2.0,FBgn0038243,CG8066,---
 149941_at,0.01097457,58.275,89.725,1.5,0.6,FBgn0038307,mRpS10,mitochondrial ribosomal protein S10
 149946_at,0.04460805,27.4375,40.4125,1.5,0.7,FBgn0038312,CG4334,---
 149957_at,0.006443064,73.375,53.3625,0.7,1.4,FBgn0038337,CG6125,---
 149964_at,0.002857583,131.15,59.8875,0.5,2.2,FBgn0038346,CG14872,---
 149968_at,0.003200294,1426.4375,759.6125,0.5,1.9,FBgn0038353,CG5399,---
 149974_at,0.003964914,22.6125,32.55,1.4,0.7,FBgn0038363,Acyp2,Acylphosphatase 2
 149979_at,0.02791032,118.075,104.4,0.9,1.1,FBgn0038369,Arpc3A,---
 149990_at,0.02086463,38.525,47.0125,1.2,0.8,FBgn0038387,blp,black pearl
 150003_at,0.003398303,68.5625,46.0625,0.7,1.5,FBgn0038412,Zip3,Zinc/iron regulated transporter-related protein 3
 150008_at,0.009100987,71.4375,55.0125,0.8,1.3,FBgn0038420,CG10311,---
 150020_at,0.04491946,31,40.85,1.3,0.8,FBgn0038437,CG14898,---
 150030_at,0.02020485,47.875,63.5125,1.3,0.8,FBgn0038449,CG17562,---
 150036_at,0.008275753,41.0625,13.7875,0.3,3.0,FBgn0038455,CG14907,---
 150041_at,0.02151,321.4625,191.425,0.6,1.7,FBgn0038467,CG3590,---
 150043_at,0.02080001,7.8,44.4625,5.7,0.2,FBgn0038469,CG4009,---
 150055_at,0.04560698,15.2875,28.45,1.9,0.5,FBgn0038486,CG5265,---
 150056_at,0.01976436,67.8125,96.5625,1.4,0.7,FBgn0038488,CG11896,---
 150057_at,0.02537542,20.7,39.225,1.9,0.5,FBgn0038489,CG12265,---
 150059_at,0.02560873,44.2375,39.7625,0.9,1.1,FBgn0038491,CG5292,---
 150090_at,0.005322352,188.575,36.5375,0.2,5.2,FBgn0038530,AttD,Attacin-D
 150094_at,0.006817714,21.6875,42.75,2.0,0.5,FBgn0038539,CG12334,---
 150118_at,0.002363609,39.625,90.6875,2.3,0.4,FBgn0038575,CG7208,---
 150122_at,0.04413127,23.5875,32.7125,1.4,0.7,FBgn0038589,CG18598,---
 150126_at,0.01536856,550.4125,466.3125,0.8,1.2,FBgn0026250,eIF-1A,Eukaryotic initiation factor 1A
 150135_at,0.02522733,45.4375,85.8875,1.9,0.5,FBgn0038609,CG7671,---
 150136_at,0.009424648,10.75,31.2625,2.9,0.3,FBgn0038611,CG14309,---
 150140_at,0.03149192,48.4625,83.2125,1.7,0.6,FBgn0051122,CG31122,---
 150150_at,0.01387894,15.025,21.925,1.5,0.7,FBgn0038630,CG14305,---
 150151_at,0.003140127,173.525,104.125,0.6,1.7,FBgn0038631,CG7695,---
 150154_at,0.0381546,15.6125,14.4875,0.9,1.1,FBgn0038636,CG7698,---
 150161_at,0.000367094,55.7125,20.1875,0.4,2.8,FBgn0038647,CG14302,---
 150162_at,0.006783839,32.8,46.2,1.4,0.7,FBgn0038649,CG7718,---
 150165_at,0.04604013,34.7,57.575,1.7,0.6,FBgn0038655,CG14297,---
 150167_at,0.03070436,74.3375,52.575,0.7,1.4,---,---,---
 150168_at,0.00037429,1757.9375,597.5875,0.3,2.9,FBgn0038658,CG14292,---
 150176_at,0.02694184,22.1125,15.325,0.7,1.4,FBgn0038674,CG14285,---
 150179_at,0.001180841,75.6125,106.7375,1.4,0.7,FBgn0038678,mRpL55,mitochondrial ribosomal protein L55
 150180_at,0.01829924,31.45,18.9125,0.6,1.7,FBgn0038680,Cyp12a5,---
 150181_at,0.00515319,372.825,300.05,0.8,1.2,FBgn0038681,Cyp12a4,---
 150186_at,0.02423796,29.45,65.7625,2.2,0.4,FBgn0038694,CG5217,---
 150195_at,0.02760403,32.575,24.625,0.8,1.3,FBgn0038704,CG5316,---
 150201_at,0.03214263,30.6,39.425,1.3,0.8,FBgn0024242,Dys,dystrophin
 150206_at,0.0314512,53.8125,82.0875,1.5,0.7,FBgn0038718,CG17752,---
 150209_at,0.01296726,75.5125,107.125,1.4,0.7,FBgn0038722,Nup58,---
 150233_at,0.002400546,365.9125,257.0875,0.7,1.4,FBgn0038756,CG4783,---
 150239_at,0.004173082,25.5625,41.8375,1.6,0.6,FBgn0038764,CG4845,---
 150261_at,0.04753502,70.325,45.8375,0.7,1.5,FBgn0038795,CG4335,---
 150266_at,0.03805127,55.475,67.5125,1.2,0.8,FBgn0038808,CG5417,---
 150269_at,0.002857583,5.6125,31.9,5.7,0.2,FBgn0023097,bon,bonus
 150274_at,0.001402589,174,405.4375,2.3,0.4,FBgn0038820,CG4000,---
 150278_at,0.03897638,134.9625,104.8625,0.8,1.3,FBgn0038830,CG17272,---
 150281_at,0.03451877,4550.375,3954.775,0.9,1.2,FBgn0038834,RpS30,Ribosomal protein S30
 150287_at,0.002333102,168.0875,87.65,0.5,1.9,FBgn0038842,CG5630,---
 150300_at,0.04774595,216.2625,185,0.9,1.2,FBgn0038863,CG5802,---
 150318_at,0.02911609,37.1875,24.2875,0.7,1.5,FBgn0038893,CG6353,---
 150331_at,0.04683772,26.675,17.975,0.7,1.5,FBgn0038908,CG6637,---
 150343_at,0.03403286,217.15,146.725,0.7,1.5,FBgn0038930,CG5778,---
 150363_at,0.007446759,16.8625,28.4125,1.7,0.6,FBgn0038961,CG13850,---
 150365_at,0.004887781,54.9875,99.2125,1.8,0.6,FBgn0038968,CG12499,---
 150372_at,0.03716641,161.2625,297.0875,1.8,0.5,FBgn0038978,CG7045,---
 150375_at,0.01410898,45.0375,71.0625,1.6,0.6,FBgn0038983,CG5326,---
 150382_at,0.009444768,7.05,14.8875,2.1,0.5,FBgn0038993,CG13843,---
 150394_at,0.0302553,69.5625,27.6125,0.4,2.5,FBgn0039008,CG6972,---
 150398_at,0.008905444,33.85,21.575,0.6,1.6,FBgn0039022,CG4725,---
 150401_at,0.03315773,29.35,48.0875,1.6,0.6,FBgn0039028,CG13840,---
 150405_at,0.01347608,47.0125,32.325,0.7,1.5,FBgn0051052,CG31052,---
 150415_at,0.002610978,96.675,58.5875,0.6,1.7,FBgn0039043,CG17121,---
 150435_at,0.04241861,17.1625,25.25,1.5,0.7,FBgn0039065,CG4449,---
 150448_at,0.03333861,18.7125,10.4375,0.6,1.8,FBgn0039081,Irk2,Inwardly rectifying potassium channel 2
 150451_at,0.04958511,29.125,22.4125,0.8,1.3,FBgn0039085,CG10170,---
 150467_at,0.04272398,287.475,417.6375,1.5,0.7,FBgn0039112,CG10219,---
 150477_at,0.002166998,17.2875,28.2875,1.6,0.6,FBgn0039139,CG5933,---
 150478_at,0.02911609,48.1,60.5,1.3,0.8,FBgn0039140,CG5410,---
 150488_at,0.02225361,71.6125,87.35,1.2,0.8,FBgn0039160,CG5510,---
 150491_at,0.04305069,11.85,17.975,1.5,0.7,FBgn0039164,CG5524,---
 150492_at,0.01256046,66.6,105.2375,1.6,0.6,FBgn0039168,CCR4,---
 150514_at,0.00591373,63.8625,21.925,0.3,2.9,FBgn0039203,CG13618,---
 150521_at,0.01918898,38.4,23.15,0.6,1.7,FBgn0015591,Ast,Allatostatin
 150532_at,0.0033548,54.375,26.0375,0.5,2.1,FBgn0039238,CG7016,---
 150539_at,0.002968973,49.95,106.45,2.1,0.5,FBgn0039251,CG17462,---
 150546_at,0.006885052,26.925,44.3375,1.6,0.6,FBgn0039261,CG6422,---
 150547_at,0.01739276,243.9875,210.7125,0.9,1.2,---,---,---
 150565_at,0.02304781,52.4125,37.875,0.7,1.4,FBgn0039297,CG11852,---
 150566_at,0.01666557,51.0625,32.4,0.6,1.6,FBgn0039299,CG11854,---
 150567_at,0.003549989,2429.975,1991.7375,0.8,1.2,FBgn0039300,RpS27,Ribosomal protein S27
 150573_at,0.04001268,13.125,9.9375,0.8,1.3,FBgn0053091,CG33091,---
 150574_at,0.01497148,85.825,63.3625,0.7,1.4,FBgn0053091,CG33091,---
 150575_at,0.006827924,136.425,64.0125,0.5,2.1,FBgn0039310,CG11878,---
 150576_at,0.01515699,72.7375,117.9875,1.6,0.6,FBgn0039312,CG10514,---
 150579_at,0.0167562,37.2125,17.525,0.5,2.1,FBgn0039316,CG11893,---
 150582_at,0.003544402,17.325,6.425,0.4,2.7,FBgn0039319,CG13659,---
 150586_at,0.03509842,50.7375,36.4875,0.7,1.4,FBgn0039324,CG10553,---
 150588_at,0.00802725,855.675,580.6125,0.7,1.5,FBgn0039330,CG11909,---
 150604_at,0.01067644,3092.9625,2716.8375,0.9,1.1,FBgn0039359,RpL27,Ribosomal protein L27
 150606_at,0.03315773,67.975,55.0625,0.8,1.2,FBgn0051092,LpR2,Actin 5C promoter construct of Culi
 150636_at,0.01240625,16.025,36.9,2.3,0.4,FBgn0039398,CG14540,---
 150641_at,0.01628971,27.1125,41.6,1.5,0.7,FBgn0039404,CG14543,---
 150642_at,0.04708104,56.7125,79.1125,1.4,0.7,FBgn0039405,CG14550,---
 150682_at,0.001257276,2320.7875,962.1625,0.4,2.4,FBgn0052950,CG32950,---
 150685_at,0.009172895,37.825,27.275,0.7,1.4,FBgn0051072,CG31072,---
 150686_at,0.0252502,85.6125,69.1125,0.8,1.2,FBgn0051072,CG31072,---
 150694_at,0.0218422,84.6625,106.0375,1.3,0.8,FBgn0039465,Tsp97E,Tetraspanin 97E
 150700_at,0.001158585,42.4875,76.0875,1.8,0.6,FBgn0039472,CG17192,---
 150702_at,0.000330759,469.3625,193.35,0.4,2.4,FBgn0039474,CG6283,---
 150703_at,0.001440397,378.0375,192.2375,0.5,2.0,FBgn0039475,CG6277,---
 150709_at,0.04958511,13.6,20.7875,1.5,0.7,FBgn0039483,CG14259,---
 150712_at,0.02015593,76.525,54.025,0.7,1.4,FBgn0039486,CG6074,---
 150716_at,0.025161,26.1,16.925,0.6,1.5,FBgn0039494,CG5896,---
 150719_at,0.02454786,24.05,57.425,2.4,0.4,FBgn0039498,CG17991,---
 150721_at,0.001896863,41.9125,60.0375,1.4,0.7,FBgn0010328,woc,without children
 150732_at,0.009277318,64.825,49.15,0.8,1.3,FBgn0039519,Cyp6a18,---
 150739_at,0.000440032,118.4125,77.3125,0.7,1.5,FBgn0039529,CG5612,---
 150757_at,0.0430737,56.5,107.0375,1.9,0.5,FBgn0039553,CG5017,---
 150759_at,0.01418051,45.7125,64.875,1.4,0.7,FBgn0039561,CG4963,---
 150762_at,0.04422709,160.0875,132.9125,0.8,1.2,---,---,---
 150780_at,0.00037429,43.45,8.15,0.2,5.3,FBgn0039593,CG9989,---
 150784_at,0.0206578,22.05,58.025,2.6,0.4,FBgn0039598,CG14061,---
 150801_at,0.04273227,18.2125,24.8625,1.4,0.7,FBgn0039626,CG1420,---
 150815_at,0.03113498,1848.3625,1632.0375,0.9,1.1,FBgn0029176,Ef1,---
 150822_at,0.0132886,72.0875,6.5375,0.1,11.0,FBgn0039666,CG11501,---
 150837_at,0.01703007,526.025,504.3125,1.0,1.0,FBgn0039685,Obp99b,Odorant-binding protein 99b
 150846_at,0.033147,4.2625,8.3875,2.0,0.5,FBgn0051037,CG31037,---
 150850_at,0.02898809,19.8,49.8,2.5,0.4,FBgn0039707,CG15510,---
 150865_at,0.02897928,18.2875,28.95,1.6,0.6,FBgn0039732,CG15525,---
 150866_at,0.03603602,240.9625,340.9125,1.4,0.7,FBgn0039735,CG7911,---
 150880_at,0.001185852,139.975,90.8625,0.6,1.5,FBgn0039756,CG9743,---
 150881_at,0.0332851,4277.6375,3813.7875,0.9,1.1,FBgn0039757,RpS7,Ribosomal protein S7
 150901_at,0.03023347,31.575,21.35,0.7,1.5,FBgn0039787,CG9702,---
 150903_at,0.01115192,94.5875,65.6125,0.7,1.4,FBgn0039789,CG9717,---
 150910_at,0.01217451,83.6875,108.525,1.3,0.8,FBgn0039802,dj-1,---
 150915_at,0.003969171,26.1375,10.3625,0.4,2.5,FBgn0039807,CG15546,---
 150934_at,0.005699731,16.6625,28.375,1.7,0.6,FBgn0039835,mRpL32,mitochondrial ribosomal protein L32
 150937_at,0.02629531,42.075,29.0875,0.7,1.4,FBgn0039840,CG11340,---
 150949_at,0.02257547,3454.6125,3104.2625,0.9,1.1,FBgn0039857,RpL6,Ribosomal protein L6
 150956_at,0.03814313,23.9875,32.725,1.4,0.7,FBgn0039876,CG2126,---
 150968_at,0.03767681,32.6,24.9375,0.8,1.3,FBgn0051999,CG31999,---
 150976_at,0.04335377,64.1875,41.575,0.6,1.5,FBgn0039902,CG2177,---
 150994_at,0.03292668,160.8625,120.975,0.8,1.3,FBgn0039930,CG11077,---
 150999_at,0.04319866,52.075,72.25,1.4,0.7,FBgn0039936,CG11148,---
 151019_at,0.00776356,816.8625,539.05,0.7,1.5,FBgn0040532,CG8369,---
 151021_at,0.04720394,39.55,50.1125,1.3,0.8,FBgn0040534,CG11985,---
 151033_r_at,0.0302635,19.3625,29.35,1.5,0.7,---,---,---
 151038_at,7.55426E-05,234.0875,110.8625,0.5,2.1,FBgn0040551,CG11686,---
 151069_at,0.0111756,362.3875,134.35,0.4,2.7,FBgn0040582,CG5791,---
 151100_at,0.005048805,125.325,93.4375,0.7,1.3,---,---,---
 151106_i_at,0.002958497,36.05,79.2625,2.2,0.5,FBgn0005596,yem,yemanuclein
 151107_r_at,0.009539883,180.8125,222.8875,1.2,0.8,FBgn0005596,yem,yemanuclein
 151112_s_at,0.003052801,43.325,12.0875,0.3,3.6,---,---,---
 151122_at,0.01599858,10.95,24.25,2.2,0.5,FBgn0040637,CG11458,---
 151123_at,0.01002009,29.75,44.1125,1.5,0.7,---,---,---
 151132_at,0.04241861,5.675,16.4625,2.9,0.3,FBgn0040648,CG11666,---
 151137_r_at,0.00855153,2688.8125,1573.55,0.6,1.7,FBgn0040653,IM4,Immune induced molecule 4
 151141_at,0.01503397,62.2875,46.975,0.8,1.3,---,---,---
 151148_at,0.01969119,44.65,57.475,1.3,0.8,FBgn0040666,CG12848,---
 151169_at,0.04350996,38.0625,45.7,1.2,0.8,---,---,---
 151182_at,0.006402747,22.4,83.0625,3.7,0.3,FBgn0040705,CG15434,---
 151192_at,0.0273247,85.65,72.3875,0.8,1.2,FBgn0040715,CG15386,---
 151195_i_at,0.003549989,157.475,190.925,1.2,0.8,FBgn0040718,CG15353,---
 151206_i_at,0.01135804,250.8875,139.0125,0.6,1.8,FBgn0040729,CG15126,---
 151207_r_at,0.01922991,321.775,203.7625,0.6,1.6,FBgn0040729,CG15126,---
 151208_at,0.0033548,2030.7,1251.975,0.6,1.6,FBgn0040733,CG15068,---
 151209_at,0.001543565,1321.2625,447.8625,0.3,3.0,FBgn0040734,CG15065,---
 151210_at,0.001934592,566.6,236.9,0.4,2.4,FBgn0040735,CG16836,---
 151211_at,0.004984254,2643.3375,1223.3875,0.5,2.2,FBgn0040736,IM3,Immune induced molecule 3
 151215_at,0.02105488,1090.25,757.5625,0.7,1.4,---,---,---
 151223_at,0.04908524,180.1,335.2,1.9,0.5,FBgn0040747,CG12853,---
 151228_at,0.01335209,57.625,75.5,1.3,0.8,FBgn0040751,CG13018,---
 151231_at,0.002096669,132.475,93.975,0.7,1.4,FBgn0040754,CG17059,---
 151263_at,0.03124196,875.7125,1237.6625,1.4,0.7,FBgn0040793,CG7630,---
 151264_at,0.02078779,67.7125,50.5875,0.7,1.3,FBgn0040794,CG13056,---
 151286_at,0.04003948,4.7125,10.3125,2.2,0.5,FBgn0040812,CG8750,---
 151301_at,0.001835028,1965.8,1236.5625,0.6,1.6,FBgn0040827,CG13315,---
 151306_at,0.01108781,97.325,67.7875,0.7,1.4,FBgn0040832,CG8012,---
 151310_at,0.000435306,83.425,18.375,0.2,4.5,FBgn0040837,CG8620,---
 151316_at,0.03843108,70.7375,83.3625,1.2,0.8,FBgn0040843,CG15213,---
 151323_at,0.0007209,105.725,48.5375,0.5,2.2,FBgn0040850,CG15210,---
 151334_at,0.02181128,120.475,256.65,2.1,0.5,---,---,---
 151349_at,0.00920336,341.4125,570.3625,1.7,0.6,FBgn0014391,sun,stunted
 151352_at,0.003910017,32.9,18.575,0.6,1.8,FBgn0052549,CG32549,---
 151374_at,0.002935355,4.775,30.575,6.4,0.2,FBgn0052774,CG32774,---
 151381_at,0.02808878,23.8,38.9875,1.6,0.6,---,---,---
 151389_at,0.02793891,35.5125,47.65,1.3,0.7,FBgn0052736,CG32736,---
 151390_at,0.0071413,84.175,105.8375,1.3,0.8,FBgn0052736,CG32736,---
 151410_at,0.03249946,760.0375,977.05,1.3,0.8,FBgn0040943,CG15304,---
 151421_at,0.002096669,54.9625,29.9625,0.5,1.8,FBgn0040958,Peritrophin-15b,Peritrophin-15b
 151429_at,0.001314205,238.4625,120.15,0.5,2.0,FBgn0040968,CG14933,---
 151433_at,0.02166367,46.6625,24.775,0.5,1.9,FBgn0040972,CG16978,---
 151440_at,0.01767496,7.6625,14.1,1.8,0.5,---,---,---
 151442_at,0.03074657,19.9125,40.6,2.0,0.5,FBgn0028528,mol,moladietz
 151445_at,0.0307423,267.4375,194.475,0.7,1.4,FBgn0040985,CG6115,---
 151452_at,0.02305321,197.2125,125.475,0.6,1.6,FBgn0040993,CG17325,---
 151458_at,0.0111756,59.6375,35.4375,0.6,1.7,FBgn0051676,CG31676,---
 151465_at,0.004516809,12.1375,40.8,3.4,0.3,FBgn0000644,Fcp3C,Follicle cell protein 3C
 151469_i_at,0.01619768,51.025,31.8875,0.6,1.6,FBgn0036365,CG10732,---
 151470_s_at,0.000810422,91.7875,67.7,0.7,1.4,FBgn0036365,CG10732,---
 151477_at,0.02920208,50.8125,30.225,0.6,1.7,FBgn0031737,CG11142,---
 151479_at,0.01505308,31.4,19.675,0.6,1.6,FBgn0032976,CG6448,---
 151487_at,0.01681979,22.9,16.8875,0.7,1.4,FBgn0032123,Oatp30B,Organic anion transporting polypeptide 30B
 151495_at,0.02535436,573.0375,404.85,0.7,1.4,FBgn0028491,CG2930,---
 151496_s_at,0.001252143,124.9625,67.9625,0.5,1.8,FBgn0027578,CG14526,---
 151506_at,0.01154158,26.8375,19.175,0.7,1.4,FBgn0035075,CG9047,---
 151508_at,0.03082023,18.075,8.7125,0.5,2.1,FBgn0053120,CG33120,---
 151516_at,0.03454254,6.35,13.425,2.1,0.5,FBgn0052026,CG32026,---
 151539_at,0.02325189,89.9875,119.05,1.3,0.8,FBgn0050359,CG30359,---
 151543_at,0.007627052,8.375,14.8125,1.8,0.6,FBgn0052459,CG32459,---
 151549_i_at,0.04090874,82.8,83.775,1.0,1.0,FBgn0051017,PH4NE3,prolyl-4-hydroxylase-alpha NE3
 151550_s_at,0.03288936,14.45,24.6875,1.7,0.6,FBgn0051017,PH4NE3,prolyl-4-hydroxylase-alpha NE3
 151551_i_at,0.02458713,25.9625,14.8,0.6,1.8,FBgn0050090,CG30090,---
 151556_s_at,0.01686172,38.05,28.2,0.7,1.3,FBgn0028542,CG33115,---
 151567_at,0.000161728,22.65,13.375,0.6,1.7,FBgn0039844,CG1607,---
 151595_at,0.01837004,32.7625,23.625,0.7,1.4,FBgn0052056,CG32056,---
 151605_at,0.000140356,152.1375,523.4875,3.4,0.3,FBgn0038181,CG9297,---
 151610_at,0.04274203,26.6125,50.675,1.9,0.5,FBgn0040347,mus81,---
 151618_at,0.02295844,68.525,46.825,0.7,1.5,FBgn0040395,Unc-76,---
 151620_at,0.003200294,68.9125,42.9125,0.6,1.6,FBgn0013718,nuf,nuclear fallout
 151623_at,0.01992219,16.3125,8.925,0.5,1.8,FBgn0033987,CG12424,---
 151627_s_at,0.00057997,46.4,86.8,1.9,0.5,FBgn0003423,slgA,sluggish A
 151629_at,0.008349208,102.175,64.175,0.6,1.6,---,---,---
 151631_at,0.04816949,11.275,20.7375,1.8,0.5,FBgn0000547,ed,echinoid
 151636_at,0.006715917,98.85,66.4,0.7,1.5,FBgn0035772,Sh3,---
 151637_at,0.00208915,42.8875,26.7125,0.6,1.6,---,---,---
 151641_at,0.007941864,112.2125,80.3875,0.7,1.4,FBgn0051673,CG31673,---
 151648_at,0.02299776,101.4375,67.225,0.7,1.5,FBgn0025866,CalpB,Calpain-B
 151658_at,0.03712294,36.2625,31.175,0.9,1.2,FBgn0027356,Amph,Amphiphysin
 151662_s_at,0.02535436,47.6,70.7125,1.5,0.7,FBgn0001978,stc,shuttle craft
 151663_at,0.0238796,47.8375,37.5625,0.8,1.3,FBgn0052649,CG32649,---
 151667_s_at,0.04753502,266.3875,215.3125,0.8,1.2,FBgn0035906,CG6673,---
 151669_at,0.03769419,60.575,47.825,0.8,1.3,FBgn0004390,Gap1,GTPase-activating protein 1
 151683_at,0.02284895,114.9,89.2875,0.8,1.3,FBgn0037245,CG14648,---
 151687_s_at,0.003398303,255.375,156.2875,0.6,1.6,FBgn0017581,Lk6,heat shock construct of Kidd
 151701_s_at,0.03796302,22.4625,31.025,1.4,0.7,FBgn0030969,CG7288,---
 151707_s_at,0.01942346,9.7,15.4,1.6,0.6,FBgn0010583,dock,dreadlocks
 151710_at,0.04435099,9.85,16.3375,1.7,0.6,FBgn0033664,CG8981,---
 151718_at,0.009552956,90.3,68.7875,0.8,1.3,FBgn0045073,Stim,Stromal interaction molecule
 151736_at,0.00612693,425.225,280.6875,0.7,1.5,FBgn0033504,CAP,antisense
 151740_at,0.02706211,547.975,604.5875,1.1,0.9,FBgn0030086,CG7033,---
 151754_at,0.01053778,256.4125,177.1,0.7,1.4,---,---,---
 151755_at,0.01692141,46.4,100.175,2.2,0.5,FBgn0000986,Fs(2)Ket,Female sterile (2) Ketel
 151760_at,0.003969171,48.875,31.225,0.6,1.6,FBgn0033913,CG8468,---
 151761_at,0.02305321,100.0625,72.1125,0.7,1.4,FBgn0040305,MTF-1,---
 151763_at,0.02649226,32.8875,23.4625,0.7,1.4,FBgn0033484,CG2269,---
 151767_at,0.007853504,200.3375,56.45,0.3,3.5,FBgn0010222,Nmdmc,NAD-dependent methylenetetrahydrofolate dehydrogenase
 151768_at,0.03627988,5.0875,7.725,1.5,0.7,FBgn0027617,CG5808,---
 151770_at,0.01778108,27.475,39.025,1.4,0.7,FBgn0038274,CG7262,---
 151788_at,0.04116367,49.8125,73.8875,1.5,0.7,FBgn0038546,CG7379,---
 151789_at,0.01313001,113.7875,77.2625,0.7,1.5,FBgn0035298,CG1140,---
 151790_at,0.02844993,101.3125,81.7375,0.8,1.2,FBgn0031174,CG1486,---
 151794_at,0.002921605,198.9125,127.1125,0.6,1.6,FBgn0028399,TMS1,---
 151797_at,0.008655878,228.5625,149.5125,0.7,1.5,FBgn0032820,fbp,"fructose-1,6-bisphosphatase"
 151800_at,0.02756794,166.075,295.475,1.8,0.6,FBgn0034229,CG4847,---
 151801_at,0.000263052,827.5375,525.325,0.6,1.6,FBgn0037303,CG12163,---
 151803_at,0.002906737,54.0125,35.025,0.6,1.5,FBgn0014009,Rab2,Rab-protein 2
 151804_at,0.002082766,774.1125,434.4875,0.6,1.8,FBgn0037637,CG9836,---
 151805_at,0.02560873,100.6875,64.425,0.6,1.6,FBgn0016718,Reg-3,Rhythmically expressed gene 3
 151808_at,0.005203387,79.7,128.4375,1.6,0.6,FBgn0010786,l(3)02640,---
 151809_at,0.01176488,14.15,8.5375,0.6,1.7,FBgn0031745,CG8965,---
 151812_at,0.02265087,1000.4625,1567.25,1.6,0.6,FBgn0016691,Oscp,Oligomycin sensitivity-conferring protein
 151817_at,0.03801011,304.3125,431.625,1.4,0.7,FBgn0036022,CG8329,---
 151820_at,0.04333696,51.8125,36.65,0.7,1.4,FBgn0002733,HLHm,E(spl) region transcript m
 151822_at,9.78243E-05,123.35,48.4875,0.4,2.5,FBgn0014018,Rel,Relish
 151826_at,0.02116129,1034.4,1248.35,1.2,0.8,FBgn0051305,CG31305,---
 151829_at,0.04402486,16.25,22.9,1.4,0.7,FBgn0034088,CG8445,---
 151830_at,0.000246495,727.15,315.8,0.4,2.3,FBgn0011296,l(2)efl,lethal (2) essential for life
