ProbeSet,FlyBase_ID,CT_ID,CG_ID,Symbol,"Cluster
{Aging_Girardot}","Cluster
{Body parts_Girardot}","Cluster
{Aging_Landis}","Cluster
{Aging_Pletcher}","Cluster
{SOMsexe_Parisi}",<Cs_Hd_40d/Cs_Hd_3d>
143434_at,FBgn0004173,CT39960,CG17934,Mst84Db,11,12,6,0,5,0.22
152144_at,FBgn0033287,CT7042,CG8701,CG8701,11,12,4,0,5,0.22
146547_at,FBgn0032868,CT38629,CG17472,CG17472,11,12,8,0,5,0.23
146555_at,FBgn0028986,CT3787,CG9334,Spn3,11,12,8,0,5,0.23
143393_at,FBgn0003889,CT26587,CG9359,betaTub85D,11,12,4,0,5,0.24
143463_at,FBgn0004414,CT34291,CG14560,msopa,11,12,8,0,0,0.24
152983_at,FBgn0038762,CT15517,CG4836,CG4836,11,12,4,0,5,0.24
145838_at,FBgn0031728,CT22309,CG7235,CG7235,11,12,4,0,5,0.24
152960_i_at,FBgn0037888,CT34490,CG17210,scpr-B,11,12,4,0,-1,0.24
151334_at,FBgn0040859,CT31682,CR32658,CR32658,11,12,4,0,5,0.24
152146_at,FBgn0020372,CT31539,CG11303,TM4SF,12,2,0,0,9,0.24
151122_at,FBgn0040637,CT36255,CG11458,CG11458,11,0,0,0,4,0.24
143983_r_at,FBgn0023414,CT40022,,Acp33A,13,12,0,0,-1,0.24
152766_at,FBgn0002563,CT13017,CG4178,Lsp1beta,12,0,5,0,4,0.25
143272_at,FBgn0002855,CT25808,CG8982,Acp26Aa,11,12,8,0,5,0.25
151842_at,FBgn0041102,CT6423,CG7929,ocn,11,12,0,0,3,0.26
143435_at,FBgn0004174,CT39980,CG17945,Mst84Dc,11,12,4,0,0,0.26
152341_at,FBgn0045770,CT24130,CG32063,CG32063,11,12,4,0,-1,0.26
152016_at,FBgn0034660,CT14356,CG4402,lox2,12,0,0,0,7,0.26
149873_at,FBgn0038200,CT27932,CG9920,CG9920,12,12,4,0,5,0.27
143704_s_at,FBgn0013300,CT14582,CG4479,Mst35Ba,11,12,4,0,3,0.27
143432_at,FBgn0004171,CT41800,CG18396,Mst98Cb,11,12,4,0,5,0.27
142391_at,FBgn0031859,CT38384,CG17377,CG17377,11,12,4,0,5,0.27
148422_at,FBgn0035926,CT18204,CG5804,CG5804,11,12,5,3,9,0.27
151006_at,FBgn0040519,CT35155,CG15219,CG15219,13,12,4,0,3,0.27
152171_at,FBgn0013972,CT3044,CG1912,Gycalpha99B,10,2,0,0,7,0.27
149677_s_at,FBgn0037879,CT15693,CG5106,scpr-C,11,12,4,0,-1,0.27
141348_at,FBgn0038975,CT21808,CG7050,Nrx-1,9,0,0,0,0,0.27
143274_at,FBgn0002862,CT40004,CG17956,Mst87F,13,12,4,0,5,0.28
141339_at,FBgn0011823,CT15419,CG4799,Pen,11,12,4,0,0,0.28
143433_at,FBgn0004172,CT39984,CG17946,Mst84Da,13,12,4,0,-1,0.28
151503_at,FBgn0015774,CT29512,CG10521,NetB,9,0,0,0,-1,0.28
152542_at,FBgn0039104,CT28805,CG10252,CG10252,9,12,0,0,5,0.29
153442_at,FBgn0001203,CT7612,CG32688,Hk,10,0,0,0,0,0.29
152483_at,FBgn0035915,CT19794,CG6372,CG6372,13,12,4,0,5,0.29
150503_at,FBgn0046281,CT32997,CG13612,CG13612,11,12,4,0,5,0.29
146241_at,FBgn0032360,CT34753,CG14926,CG14926,11,12,0,0,5,0.29
142321_at,FBgn0030277,CT3204,CG1394,CG1394,11,12,4,0,5,0.29
143436_at,FBgn0004175,CT39964,CG17935,Mst84Dd,11,12,4,0,5,0.29
151764_at,FBgn0038693,CT16709,CG5237,CG5237,12,1,0,0,7,0.29
152333_at,FBgn0003435,CT26312,CG9218,sm,11,12,4,0,5,0.29
151765_at,FBgn0051624,CT38419,CG31624,CG31624,11,12,4,0,5,0.30
141213_at,FBgn0033728,CT24871,CG8505,CG8505,12,0,5,2,9,0.30
151223_at,FBgn0040747,CT31992,CG12853,CG12853,13,12,4,0,3,0.30
150372_at,FBgn0038978,CT21793,CG7045,CG7045,11,12,4,0,5,0.30
152322_at,FBgn0035198,CT10073,CG9133,CG9133,11,12,4,0,-1,0.30
142807_at,FBgn0040994,CT35086,CG17567,CG17567,11,12,4,0,5,0.30
142208_at,FBgn0039190,CT18086,CG5762,CG5762,11,12,0,0,5,0.30
148411_at,FBgn0035905,CT21035,CG6781,CG6781,9,0,8,0,7,0.30
152130_at,FBgn0034132,CT14432,CG4439,CG4439,11,12,4,0,5,0.31
152006_at,FBgn0035670,CT29402,CG10472,CG10472,9,12,5,3,4,0.31
147491_at,FBgn0034435,CT28093,CG9975,CG9975,11,12,4,0,5,0.31
142392_at,FBgn0042189,CT38382,CG17376,CG17376,13,12,4,0,5,0.32
147118_at,FBgn0033774,CT25084,CG12374,CG12374,12,11,5,0,4,0.32
150440_at,FBgn0039071,CT14426,CG4434,CG4434,11,12,4,0,5,0.32
143338_f_at,FBgn0003356,,CG31034,Ser99Da,10,11,5,9,0,0.32
146805_at,FBgn0033286,CT6944,CG2127,CG2127,12,12,4,0,5,0.32
147518_at,FBgn0034472,CT24849,CG8517,CG8517,11,12,4,0,5,0.32
144202_at,FBgn0028397,CT26324,CG9214,Tob,12,0,0,0,3,0.33
151892_at,FBgn0038641,CT23369,CG7708,CG7708,12,3,0,0,7,0.33
153064_at,FBgn0032055,CT32316,CG13091,CG13091,9,12,8,9,9,0.33
143061_at,FBgn0000047,CT16571,CG5178,Act88F,12,7,1,0,4,0.33
143206_at,FBgn0001281,CT6483,CG7931,janB,11,12,4,0,5,0.33
148461_at,FBgn0035988,CT13237,CG3982,CG3982,11,12,4,7,0,0.33
146820_at,FBgn0033308,CT25060,CG8736,CG8736,12,0,0,0,4,0.33
144176_at,FBgn0027111,CT2033,CG1221,miple,12,3,0,0,7,0.34
152231_at,FBgn0025698,CT9403,CG5594,CG5594,9,2,0,0,7,0.34
154632_at,FBgn0000570,CT13920,CG4262,elav,9,0,0,0,9,0.34
148253_at,FBgn0035664,CT20112,CG6467,CG6467,7,10,5,0,4,0.34
146804_at,FBgn0033285,CT42026,CG18449,CG18449,11,12,4,0,3,0.34
152805_at,FBgn0028870,CT15105,CG4691,CG4691,14,12,4,0,5,0.34
152176_at,FBgn0040060,CT19127,CG6457,yip7,7,11,5,0,4,0.35
143340_f_at,FBgn0003357,CT35632,CG31362,Ser99Db,10,11,5,0,-1,0.35
144211_at,FBgn0028415,CT40477,CG18064,Met75Cb,8,8,0,0,0,0.35
142525_at,FBgn0039927,CT30863,CG11155,CG11155,9,2,0,0,9,0.36
152111_at,FBgn0032661,CT35050,CG15151,PFE,9,2,0,0,1,0.36
152055_at,FBgn0035495,CT34840,CG14989,CG14989,10,1,0,0,4,0.36
150893_f_at,FBgn0039777,CT6822,CG2229,CG2229,10,11,5,0,4,0.36
152194_at,FBgn0010240,CT38330,CG17336,Lcch3,9,2,0,0,7,0.36
149801_at,FBgn0051345,CT28523,CG31345,CG31345,12,1,0,0,7,0.36
147215_at,FBgn0033954,CT32000,CG12860,CG12860,11,12,4,0,5,0.36
144514_at,FBgn0029752,CT11141,CG3315,TrxT,11,12,0,0,5,0.36
151566_at,FBgn0035967,CT14995,CG4641,CG4641,12,3,0,0,0,0.37
143070_at,FBgn0000093,CT11217,CG3354,Mst77F,14,12,4,0,5,0.37
141371_at,FBgn0000408,CT32547,CG13263,Cyt-c-d,11,12,4,0,5,0.37
152403_at,FBgn0039647,CT34228,CG14509,CG14509,10,0,0,0,0,0.37
148952_at,FBgn0036723,CT12907,CG12229,CG12229,11,12,4,0,3,0.37
145717_at,FBgn0031545,CT10803,CG3213,CG3213,11,12,4,0,5,0.38
142907_at,FBgn0013343,CT30033,CG31136,Syx1A,9,0,0,0,7,0.38
152522_at,FBgn0032122,CT37793,CG17022,CG17022,9,9,5,0,-1,0.38
145643_at,FBgn0051684,CT28103,CG31684,CG31684,13,12,4,0,-1,0.38
152265_at,FBgn0039313,CT33084,CG11892,CG11892,12,12,5,0,4,0.38
152795_at,FBgn0038225,CT24829,CG8489,CG8489,13,12,4,0,5,0.38
146939_at,FBgn0033511,CT32052,CG12907,CG12907,11,12,0,0,0,0.38
152562_at,FBgn0031585,CT10021,CG2955,CG2955,11,12,4,0,5,0.39
151490_s_at,FBgn0050007,CT7814,CG30007,CG30007,0,12,0,0,7,0.39
146016_at,FBgn0028987,CT24318,CG8137,Spn2,11,12,5,0,5,0.39
142522_at,FBgn0000303,CT23399,CG12345,Cha,12,2,0,0,7,0.39
153070_at,FBgn0023479,CT15880,CG4821,Tequila,9,2,0,0,0,0.39
150757_at,FBgn0039553,CT16116,CG5017,CG5017,11,12,0,0,3,0.39
144822_at,FBgn0052677,CT5730,CG32677,CG32677,9,0,0,0,7,0.39
152712_at,FBgn0032371,CT15981,CG4983,CG4983,11,12,4,0,3,0.39
143192_at,FBgn0001217,CT23565,CG7756,Hsc70-2,11,12,0,0,5,0.39
144038_at,FBgn0024963,CT23049,CG7535,GluClalpha,14,6,0,0,9,0.39
142498_at,FBgn0039830,CT5086,CG1746,CG1746,12,0,0,0,0,0.39
151630_at,FBgn0017590,CT20724,CG6669,klg,9,2,0,0,7,0.39
152447_at,FBgn0034134,CT15217,CG4750,CG4750,11,12,4,0,5,0.40
147075_at,FBgn0033709,CT32405,CG13164,CG13164,11,12,4,0,5,0.40
142282_at,FBgn0032797,CT28647,CG10186,CG10186,10,3,0,0,7,0.40
143071_at,FBgn0000094,CT39380,CG1361,Anp,11,12,4,0,5,0.40
146306_at,FBgn0032464,CT16217,CG5075,CG5075,11,12,4,0,5,0.40
151526_at,FBgn0003383,CT1247,CG1066,Shab,12,0,0,0,9,0.40
146166_at,FBgn0032265,CT41541,CG18301,CG18301,11,9,5,0,7,0.40
144341_at,FBgn0040371,CT32706,CG12470,CG12470,11,12,4,0,5,0.41
152031_at,FBgn0011244,CT9652,CG2830,Hsp60B,11,12,4,0,5,0.41
152589_at,FBgn0005775,CT1840,CG7503,Con,0,6,0,0,1,0.41
147520_at,FBgn0034474,CT33399,CG13873,Obp56g,8,9,0,0,4,0.41
144221_at,FBgn0028513,CT26022,CG9254,CG9254,11,12,4,0,5,0.41
146641_at,FBgn0033020,CT29176,CG10396,CG10396,11,12,0,0,3,0.41
149414_at,FBgn0037460,CT35093,CG15178,CG15178,11,12,4,0,3,0.41
143105_at,FBgn0000346,CT41661,CG1618,comt,12,2,0,0,7,0.41
145815_at,FBgn0031692,CT20253,CG6514,CG6514,9,2,0,0,9,0.41
146940_at,FBgn0033512,CT32047,CG12902,CG12902,11,12,4,0,5,0.41
151813_at,FBgn0033132,CT7944,CG12143,Tsp42Ej,12,3,0,0,9,0.41
146274_at,FBgn0032414,CT34781,CG17211,CG17211,9,0,0,0,0,0.42
145587_at,FBgn0031347,CT30429,CG10869,CG10869,11,12,4,0,5,0.42
142971_at,FBgn0003638,CT10162,CG3019,su(w[a]),9,0,0,0,0,0.42
142655_at,FBgn0038395,CT29228,CG10407,CG10407,0,12,0,0,5,0.42
146803_at,FBgn0050364,CT7028,CG30364,CG30364,11,12,4,0,-1,0.42
154885_at,FBgn0028743,CT16175,CG5036,CG5036,9,0,0,0,7,0.42
152369_at,FBgn0032049,CT32320,CG13095,CG13095,9,12,5,0,4,0.42
151494_at,FBgn0052477,CT33405,CG32477,CG32477,9,6,0,0,0,0.42
152628_at,FBgn0029947,CT6363,CG1999,CG1999,11,12,4,0,0,0.42
145279_at,FBgn0030897,CT42314,CG5744,CG5744,10,3,0,0,7,0.42
153388_at,FBgn0033872,CT19784,CG6329,CG6329,7,0,0,0,7,0.42
149176_at,FBgn0052436,CT21581,CG32436,CG32436,11,12,4,0,5,0.42
151600_at,FBgn0028704,CT13634,CG18660,Nckx30C,7,3,4,0,7,0.42
147478_at,FBgn0034416,CT42557,CG15109,CG15109,11,12,4,0,5,0.42
154157_at,FBgn0027505,CT21746,CG7061,rab3-GAP,11,12,4,0,5,0.42
149158_at,FBgn0037040,CT32175,CG12983,CG12983,11,12,4,0,3,0.42
152071_at,FBgn0039905,CT6623,CG2052,CG2052,9,2,0,0,0,0.42
143263_at,FBgn0002741,CT39920,CG17927,Mhc,14,0,0,0,4,0.43
152065_at,FBgn0034144,CT16301,CG5089,CG5089,11,12,4,6,5,0.43
146477_at,FBgn0032755,CT35082,CG17344,CG17344,11,12,4,0,3,0.43
152005_at,FBgn0038946,CT21877,CG7077,CG7077,0,4,0,0,9,0.43
147169_at,FBgn0033868,CT32660,CG13340,CG13340,11,12,4,0,5,0.43
145168_at,FBgn0030716,CT26218,CG9170,CG9170,9,0,0,0,7,0.43
145852_at,FBgn0031746,CT25936,CG9029,CG9029,8,12,4,0,0,0.43
147604_at,FBgn0034595,CT35841,CG15657,CG15657,11,11,4,0,3,0.43
152273_at,FBgn0004118,CT21073,CG6798,nAcRbeta-96A,9,2,0,0,7,0.43
146648_at,FBgn0033031,CT2430,CG8245,CG8245,9,0,0,0,3,0.43
143624_at,FBgn0010425,CT42649,CG18681,epsilonTry,12,10,5,3,4,0.43
146586_at,FBgn0032946,CT5312,CG8663,Nrv3,14,2,0,0,4,0.43
141415_at,FBgn0035047,CT12381,CG3691,Pof,11,12,4,0,3,0.44
146857_at,FBgn0033364,CT33223,CG13747,CG13747,11,12,4,0,3,0.44
142652_at,FBgn0000313,CT5040,CG1744,chp,9,4,0,0,9,0.44
152364_at,FBgn0028482,CT35491,CG16857,CG16857,9,2,0,0,4,0.44
143637_at,FBgn0011206,CT15289,CG4760,bol,13,5,4,0,5,0.44
151424_at,FBgn0040963,CT42585,CG18662,CG18662,13,12,4,0,3,0.44
143554_at,FBgn0005614,CT4790,CG18345,trpl,0,4,0,0,4,0.44
142494_at,FBgn0003360,CT37582,CG16944,sesB,14,0,0,0,0,0.44
145271_at,FBgn0003380,CT39714,CG12348,Sh,12,1,0,0,1,0.44
153024_at,FBgn0004551,CT40312,CG3725,Ca-P60A,14,0,4,0,4,0.44
152254_at,FBgn0004244,CT29555,CG10537,Rdl,7,0,0,0,7,0.45
142336_at,FBgn0037064,CT26645,CG9389,CG9389,11,12,4,0,5,0.45
146331_at,FBgn0032505,CT35811,CG16826,CG16826,0,10,0,0,4,0.45
145474_at,FBgn0031176,CT4682,CG1678,CG1678,0,10,0,0,4,0.45
148310_i_at,FBgn0035744,CT15019,CG8628,CG8628,0,12,5,0,7,0.45
146737_at,FBgn0033167,CT4794,CG1701,CG1701,11,12,0,0,7,0.45
147140_at,FBgn0033822,CT30270,CG17041,CG17041,12,5,0,1,9,0.45
152226_at,FBgn0002865,CT5056,CG11719,Mst98Ca,11,12,4,0,5,0.45
152883_at,FBgn0039511,CT11167,CG3330,CG3330,13,12,4,0,5,0.45
151604_s_at,FBgn0000303,CT23399,CG12345,Cha,10,2,0,0,7,0.45
153492_at,FBgn0025937,CT42294,CG8739,cmp44E,9,2,0,0,4,0.45
149115_at,FBgn0036970,CT19674,CG6289,CG6289,0,12,8,0,3,0.45
151776_at,FBgn0037763,CT37508,CG16904,CG16904,0,12,0,16,4,0.45
147120_at,FBgn0033776,CT33387,CG17575,CG17575,3,12,4,0,3,0.46
154812_at,FBgn0003162,CT26766,CG9441,Pu,0,2,0,0,0,0.46
153418_at,FBgn0039734,CT23908,CG7908,CG7908,9,2,0,0,7,0.46
154754_at,FBgn0011817,CT23293,CG7892,nmo,11,2,0,0,5,0.46
154729_at,FBgn0051211,CT42356,CG31211,CG31211,9,0,0,0,0,0.46
152686_at,FBgn0029708,CT11944,CG3556,CG3556,10,0,0,0,7,0.46
152330_at,FBgn0002938,CT42491,CG5125,ninaC,9,4,8,0,9,0.46
152587_at,FBgn0030706,CT25574,CG8909,CG8909,11,1,0,0,7,0.46
143737_at,FBgn0013995,CT17920,CG5685,Calx,10,3,0,0,4,0.46
152646_at,FBgn0034816,CT10370,CG3085,CG3085,11,12,4,0,5,0.47
144286_at,FBgn0028881,CT11693,CG4218,CG4218,11,12,4,0,5,0.47
150636_at,FBgn0039398,CT34270,CG14540,CG14540,13,12,4,0,3,0.47
152564_at,FBgn0032911,CT5260,CG9264,CG9264,10,1,0,0,7,0.47
148161_at,FBgn0035521,CT2608,CG1268,CG1268,9,2,0,0,0,0.47
143470_at,FBgn0004431,CT9967,CG9120,LysX,8,0,1,0,4,0.47
146210_at,FBgn0032318,CT33642,CG14072,CG14072,0,12,8,0,7,0.47
143339_i_at,FBgn0003357,CT35632,CG31362,Ser99Db,7,10,5,9,-1,0.47
155041_at,FBgn0013343,CT17276,CG31136,Syx1A,9,6,0,0,7,0.47
152863_at,FBgn0035833,CT23145,CG7565,CG7565,9,2,0,0,7,0.47
141333_at,FBgn0039229,CT21632,CG6995,CG6995,9,0,0,0,8,0.48
146671_at,FBgn0033063,CT34334,CG14589,CG14589,11,12,4,0,3,0.48
152243_at,FBgn0032061,CT26521,CG9314,CG9314,11,12,4,0,5,0.48
151792_at,FBgn0052432,CT10416,CG32432,CG32432,9,2,0,0,0,0.48
143650_at,FBgn0011286,CT30357,CG10844,Rya-r44F,12,5,0,0,0,0.48
142749_at,FBgn0023416,CT3791,CG1506,Ac3,13,3,0,0,7,0.48
153082_at,FBgn0035542,CT31652,CG11347,CG11347,14,0,0,16,4,0.48
148526_at,FBgn0036091,CT41623,CG18628,CG18628,8,12,0,0,0,0.48
152576_at,FBgn0053171,CT14872,CG33171,CG33171,8,3,0,0,0,0.48
148143_at,FBgn0035491,CT36552,CG11591,CG11591,11,12,4,0,0,0.48
152995_at,FBgn0033261,CT41567,CG18316,CG18316,12,2,0,0,2,0.48
152380_at,FBgn0031129,CT2936,CG1324,CG1324,11,12,4,0,5,0.48
143999_at,FBgn0023534,CT13856,CG17778,CG17778,9,0,0,0,7,0.48
149156_at,FBgn0037038,CT30893,CG11037,CG11037,0,12,8,0,5,0.49
147634_at,FBgn0034658,CT24000,CG7975,Grx-1,11,12,0,0,5,0.49
153549_at,FBgn0003141,CT30081,CG16784,pr,9,0,0,0,7,0.49
149640_at,FBgn0037828,CT34476,CG14690,CG14690,11,12,4,0,3,0.49
143057_at,FBgn0000037,CT14234,CG4356,mAcR-60C,9,2,0,0,1,0.49
142401_at,FBgn0028428,CT24973,CG8585,Ih,14,0,0,0,7,0.49
151632_i_at,FBgn0011474,CT11113,CG3307,pr-set7,0,3,0,0,-1,0.49
152103_at,FBgn0027575,CT20836,CG6706,GABA-B-R2,9,3,0,0,7,0.49
144239_at,FBgn0028583,CT37815,CG12794,lcs,0,10,0,0,4,0.49
152516_at,FBgn0037939,CT34509,CG14718,CG14718,11,12,4,0,5,0.49
145909_at,FBgn0031831,CT30188,CG11043,CG11043,11,12,4,0,3,0.49
152408_at,FBgn0032180,CT32370,CG31714,CG31714,9,2,0,0,1,0.49
152163_at,FBgn0037908,CT16895,CG5308,CG5308,9,2,0,0,7,0.49
152015_at,FBgn0010019,CT13187,CG3972,Cyp4g1,0,12,0,0,4,0.49
152456_at,FBgn0019643,CT11137,CG3318,Dat,10,0,8,0,4,0.49
142569_at,FBgn0003423,CT3344,CG1417,slgA,14,3,4,0,4,0.49
150094_at,FBgn0038539,CT22897,CG12334,CG12334,11,12,4,0,3,0.49
152550_at,FBgn0038598,CT22049,CG7131,CG7131,11,12,4,0,3,0.50
143557_at,FBgn0005619,CT11641,CG3454,Hdc,10,3,0,0,7,0.50
143264_at,FBgn0002772,CT17694,CG5596,Mlc1,14,0,0,0,4,0.50
147290_at,FBgn0034097,CT12333,CG3687,CG3687,11,12,4,0,3,0.50
146469_at,FBgn0032740,CT35081,CG15172,CG15172,11,12,4,0,7,0.50
141310_at,FBgn0039760,CT27378,CG9682,CG9682,13,12,5,3,0,0.50
147635_at,FBgn0034659,CT13142,CG4021,CG4021,13,12,4,0,5,0.50
141628_at,FBgn0024832,CT21823,CG7057,AP-50,9,0,0,0,6,0.50
149645_at,FBgn0037835,CT34473,CG14687,CG14687,9,0,0,0,4,0.50
143496_at,FBgn0004595,CT38193,CG17228,pros,7,0,0,0,0,0.50
148987_at,FBgn0036778,CT16459,CG5137,Cyp312a1,11,12,0,0,5,0.50
146792_at,FBgn0033268,CT7648,CG2297,Obp44a,14,9,4,9,0,0.50
149116_at,FBgn0036969,,CG6663,CG6663,8,12,8,0,0,0.51
150595_at,FBgn0039345,CT14866,CG12250,CG12250,13,12,4,0,3,0.51
148334_at,FBgn0035782,CT34651,CG14835,CG14835,11,12,4,0,3,0.51
143676_at,FBgn0011676,CT20853,CG6713,Nos,0,2,0,0,7,0.51
151156_at,FBgn0040679,CT31752,CG11373,CG11373,13,12,4,0,3,0.51
154453_at,FBgn0025726,CT10103,CG2999,unc-13,9,3,0,0,7,0.51
142404_s_at,FBgn0046225,CT38202,CG17230,CG17230,11,12,4,0,5,0.51
142583_at,FBgn0034497,CT25968,CG9090,CG9090,14,0,4,1,4,0.51
151948_at,FBgn0035860,CT24088,CG8023,CG8023,0,12,0,0,3,0.51
154553_at,FBgn0038296,CT20907,CG6752,CG6752,11,12,4,0,3,0.51
152145_at,FBgn0038921,CT19816,CG6332,CG6332,13,12,0,0,5,0.51
152252_at,FBgn0036986,CT16857,CG5282,CG5282,9,2,0,0,1,0.51
143899_at,FBgn0019624,CT34516,CG14724,CoVa,14,0,4,2,4,0.51
142402_at,FBgn0037678,CT37259,CG16749,CG16749,7,12,5,0,4,0.52
153057_at,FBgn0031476,CT10113,CG8813,CG8813,13,12,4,0,5,0.52
143448_at,FBgn0004369,CT6383,CG2005,Ptp99A,0,2,0,0,9,0.52
153427_at,FBgn0004623,CT25292,CG8770,Gbeta76C,0,4,0,1,0,0.52
152887_at,FBgn0034959,CT31798,CG11388,CG11388,0,2,0,0,7,0.52
153071_at,FBgn0033544,CT22259,CG7220,CG7220,9,2,0,0,0,0.52
153433_at,FBgn0011693,CT15746,CG4899,Pdh,7,4,0,2,4,0.52
149188_at,FBgn0037097,CT22179,CG7181,CG7181,12,0,4,0,0,0.52
151723_at,FBgn0033584,CT23553,CG7737,CG7737,0,3,0,0,6,0.52
147454_at,FBgn0034375,CT34944,CG12613,CG12613,13,12,0,0,-1,0.52
153013_at,FBgn0028916,CT22973,CG33090,CG33090,9,0,0,0,6,0.52
141319_at,FBgn0026141,CT17290,CG5450,Cdlc2,11,12,4,0,5,0.52
142327_at,FBgn0032520,CT26435,CG10859,CG10859,13,12,4,0,3,0.52
150334_at,FBgn0051431,CT32770,CG31431,CG31431,11,12,4,0,-1,0.53
152309_at,FBgn0000038,CT31654,CG11348,nAcRbeta-64B,0,3,0,0,4,0.53
150373_at,FBgn0038979,CT21791,CG7046,CG7046,13,12,4,0,5,0.53
141387_at,FBgn0035473,CT34830,CG14981,mge,9,8,4,0,5,0.53
154668_at,FBgn0036451,CT26683,CG9425,CG9425,0,0,4,0,0,0.53
149981_at,FBgn0038373,CT14712,CG4546,CG4546,13,12,4,0,5,0.53
149962_at,FBgn0038343,CT34690,CG14871,CG14871,9,2,0,0,0,0.53
152596_at,FBgn0031808,CT26916,CG9507,CG9507,10,2,0,0,0,0.53
149767_at,FBgn0038032,CT28427,CG10096,CG10096,9,12,8,0,-1,0.53
152002_at,FBgn0004880,CT1817,CG1130,scrt,13,3,0,0,7,0.53
152992_at,FBgn0034263,CT30627,CG10934,CG10934,13,12,4,0,5,0.53
153056_at,FBgn0037985,CT34528,CG14735,CG14735,13,12,4,0,5,0.53
147920_at,FBgn0035124,CT21286,CG12313,CG12313,13,12,4,0,5,0.53
147881_at,FBgn0035046,CT12319,CG3683,CG3683,14,0,4,1,1,0.53
151844_at,FBgn0029175,CT18005,CG8433,Ext2,0,2,0,0,-1,0.53
152842_at,FBgn0036687,CT20666,CG6652,CG6652,11,12,4,0,3,0.53
144918_at,FBgn0052656,CT9467,CG32656,CG32656,13,12,0,13,4,0.53
142380_at,FBgn0013355,CT27956,,Vha68,14,5,0,0,-1,0.53
152882_at,FBgn0000039,CT21191,CG6844,nAcRalpha-96Ab,0,2,0,0,7,0.53
151633_r_at,FBgn0011474,CT11113,CG3307,pr-set7,9,2,0,0,-1,0.54
146017_at,FBgn0032008,CT33903,CG14277,CG14277,0,4,4,0,7,0.54
143383_at,FBgn0003861,CT7074,CG7875,trp,7,4,0,0,4,0.54
146365_at,FBgn0032588,CT18743,CG5968,CG5968,13,12,0,0,5,0.54
146734_at,FBgn0033164,CT8227,CG11112,CG11112,13,12,5,0,3,0.54
152722_at,FBgn0037616,CT24268,CG8136,CG8136,13,12,4,0,5,0.54
147310_at,FBgn0034128,CT14364,CG4409,CG4409,0,2,0,0,7,0.54
142152_at,FBgn0033818,CT15189,CG4712,CG4712,13,12,4,0,5,0.54
143612_at,FBgn0010399,CT7868,CG2902,Nmdar1,11,2,0,0,7,0.54
152164_at,FBgn0039617,CT34248,CG14521,CG14521,9,2,0,0,7,0.54
147789_at,FBgn0034877,CT38245,CG17280,CG17280,14,0,4,1,4,0.54
152219_at,FBgn0032624,CT19728,CG6304,CG6304,13,12,4,0,3,0.54
147378_at,FBgn0034245,CT34193,CG14482,CG14482,14,0,4,0,-1,0.54
146880_at,FBgn0041087,CT3034,CG8805,wun2,9,2,0,0,6,0.54
150481_at,FBgn0039149,CT29930,CG18428,CG18428,0,2,0,0,6,0.54
148543_at,FBgn0052079,CT36921,CG32079,CG32079,13,12,4,0,5,0.54
142149_at,FBgn0031192,CT34373,CG14616,CG14616,0,6,0,0,7,0.54
151349_at,FBgn0014391,CT25946,CG9032,sun,14,0,0,2,9,0.54
142785_at,FBgn0037529,CT10025,CG2957,mRpS9,9,0,0,0,2,0.54
150273_at,FBgn0038819,CT17412,CG5494,CG5494,11,0,0,0,9,0.54
151793_at,FBgn0035665,CT20189,CG6483,CG6483,0,10,8,0,4,0.54
151722_at,FBgn0038798,CT39912,CG17916,Or92a,10,0,0,0,7,0.54
150904_at,FBgn0039792,CT7048,CG2267,CG2267,13,12,4,0,3,0.55
146225_at,FBgn0032336,CT34746,CG14919,Ast2,4,0,0,16,7,0.55
142847_at,FBgn0040931,CT25950,CG9034,CG9034,7,0,0,0,4,0.55
142287_at,FBgn0051025,CT7072,CG31025,CG31025,13,12,4,0,-1,0.55
143072_at,FBgn0000094,CT2861,CG1361,Anp,8,9,0,0,5,0.55
150216_at,FBgn0038730,CT19700,CG6300,CG6300,7,0,0,0,0,0.55
152036_at,FBgn0027785,CT18777,CG6008,NP15.6,14,0,0,0,4,0.55
145783_at,FBgn0031636,CT10091,CG12194,CG12194,9,4,0,0,7,0.55
152871_at,FBgn0039911,CT31314,CG1909,CG1909,9,1,0,0,7,0.55
151549_i_at,FBgn0051016,,CG31016,CG31016,0,12,8,0,-1,0.55
152419_at,FBgn0028481,CT14161,CG4341,CG4341,0,2,0,0,0,0.55
152069_at,FBgn0005410,CT5846,CG1903,sno,9,2,0,0,3,0.55
142368_at,FBgn0052459,CT23699,CG32459,CG32459,11,12,0,0,-1,0.55
142296_at,FBgn0028552,CT13233,CG3988,gammaSnap,9,2,0,0,7,0.55
152315_at,FBgn0026206,CT11583,CG12218,mei-P26,14,0,0,0,0,0.55
145656_at,FBgn0026395,CT38282,CG9880,Or23a,13,12,4,0,1,0.55
143984_at,FBgn0023415,CT14870,CG4605,Acp32CD,3,12,4,0,5,0.55
152383_at,FBgn0000116,CT16565,CG32031,Argk,14,0,4,0,4,0.56
152617_at,FBgn0016696,CT13850,CG4268,Pitslre,0,2,0,0,6,0.56
141735_at,FBgn0013753,CT2667,CG7959,Bgb,9,2,0,0,6,0.56
153084_at,FBgn0013467,CT14258,CG18285,igl,14,2,0,0,9,0.56
154590_at,FBgn0036379,CT28239,CG12478,bru-3,0,2,0,0,0,0.56
153902_at,FBgn0005636,CT11381,CG3385,nvy,9,0,0,0,7,0.56
