FlyBase ID,Chromosome,Gene Category,Gene Symbol,P-Value Population,"FDR
Population","P-Value
Age","FDR
Age","P-Value
Pop×Age","FDR
Pop×Age","P-Value
Line(Pop)","FDR
Line(Pop)","B
Mean","O
Mean","Week 1
Mean","Week 5
Mean","B Week 1
Mean","B Week 5
Mean","O Week 1
Mean","O Week 5
Mean",SNP From Divergence,"Minimum P-Value
From Divergence"
FBgn0000339,2L,protein_coding,cni,4.39E-02,1.93E-01,2.04E-03,4.22E-03,1.63E-02,5.23E-02,1.44E-01,2.30E-01,399.89,424.64,398.73,425.80,376.18,423.6,421.28,428.01,,
FBgn0000346,X,protein_coding,comt,1.60E-01,3.91E-01,2.36E-16,1.67E-14,2.51E-04,1.91E-03,9.59E-04,4.88E-03,"1,093.48","1,024.92",1233.41,884.99,"1,310.39",876.57,"1,156.44",893.41,,
FBgn0000351,2L,protein_coding,cort,2.04E-01,4.48E-01,8.38E-04,1.85E-03,3.44E-01,5.17E-01,7.53E-03,2.37E-02,16.98,21.32,15.96,22.34,14.61,19.35,17.31,25.33,,
FBgn0000352,2R,protein_coding,cos,6.14E-02,2.33E-01,2.92E-02,4.81E-02,4.78E-01,6.43E-01,2.65E-02,6.24E-02,272.41,251.59,255.24,268.76,263.54,281.28,246.94,256.23,,
FBgn0000355,3L,protein_coding,Cp15,7.35E-01,8.72E-01,4.12E-01,4.88E-01,9.92E-01,9.96E-01,2.71E-01,3.72E-01,33.02,34.73,32.10,35.64,31.27,34.76,32.94,36.52,,
FBgn0000356,3L,protein_coding,Cp16,4.71E-02,2.00E-01,2.38E-02,3.99E-02,9.76E-01,9.87E-01,8.72E-01,8.95E-01,4.21,2.81,2.46,4.56,3.15,5.28,1.77,3.85,,
FBgn0000357,3L,protein_coding,Cp18,3.28E-01,5.79E-01,3.87E-02,6.20E-02,6.64E-01,7.91E-01,5.06E-01,5.92E-01,7.65,6.39,5.65,8.38,6.56,8.74,4.75,8.03,,
FBgn0000358,3L,protein_coding,Cp19,2.15E-01,4.61E-01,2.55E-02,4.24E-02,7.26E-01,8.33E-01,9.38E-01,9.49E-01,5.1,3.95,2.83,6.22,3.14,7.05,2.51,5.39,,
FBgn0000359,X,protein_coding,Cp36,2.92E-01,5.44E-01,3.73E-02,6.00E-02,4.18E-01,5.89E-01,6.51E-01,7.15E-01,15.95,12.25,9.94,18.26,13.36,18.55,6.52,17.98,,
FBgn0000360,X,protein_coding,Cp38,1.09E-01,3.15E-01,7.76E-02,1.15E-01,7.79E-01,8.70E-01,6.97E-01,7.52E-01,11.57,7.27,6.80,12.05,9.35,13.79,4.24,10.31,,
FBgn0000370,2L,protein_coding,crc,4.91E-01,7.10E-01,6.06E-15,2.15E-13,3.90E-07,1.58E-05,3.36E-11,3.97E-09,"10,544.08","10,145.72",9544.65,11145.15,"9,393.79","11,694.36","9,695.50","10,595.94",,
FBgn0000376,X,protein_coding,crm,9.66E-01,9.86E-01,2.60E-06,8.80E-06,6.30E-01,7.66E-01,6.79E-02,1.29E-01,125.1,125.45,109.42,141.13,107.94,142.27,110.91,139.98,,
FBgn0000377,X,protein_coding,crn,2.36E-03,4.27E-02,1.53E-02,2.66E-02,3.95E-01,5.67E-01,4.51E-01,5.48E-01,249.02,272.34,253.83,267.53,244.46,253.58,263.2,281.48,X :2144396,5.73E-27
FBgn0000382,X,protein_coding,csw,3.83E-01,6.23E-01,1.18E-07,5.12E-07,6.77E-01,8.01E-01,4.39E-02,9.19E-02,"1,858.51","1,787.87",1648.07,1998.30,"1,693.85","2,023.16","1,602.30","1,973.44",X :2001364,4.25E-23
FBgn0000384,2L,protein_coding,cta,1.16E-01,3.26E-01,1.10E-12,1.62E-11,2.83E-04,2.09E-03,3.19E-01,4.21E-01,441.18,418.57,359.66,500.09,347.01,535.35,372.32,464.83,,
FBgn0000392,2L,protein_coding,cup,2.52E-01,5.04E-01,1.22E-09,7.96E-09,5.70E-04,3.60E-03,4.15E-02,8.81E-02,"1,364.03","1,258.25",1557.10,1065.19,"1,717.54","1,010.52","1,396.65","1,119.86",,
FBgn0000394,X,protein_coding,cv,2.01E-01,4.45E-01,5.65E-03,1.08E-02,4.31E-02,1.12E-01,1.53E-03,7.01E-03,273.21,292.44,272.96,292.68,256.38,290.04,289.55,295.33,,
FBgn0000395,2R,protein_coding,cv-2,5.46E-04,2.22E-02,1.06E-14,3.38E-13,1.32E-02,4.41E-02,7.90E-02,1.45E-01,395.17,321.73,290.09,426.81,314.52,475.83,265.67,377.79,2R:17250778,0.000102613
FBgn0000404,3L,protein_coding,CycA,9.83E-02,2.99E-01,1.40E-04,3.53E-04,1.20E-02,4.10E-02,1.64E-01,2.54E-01,336.09,364.97,377.27,323.79,379.14,293.05,375.41,354.53,,
FBgn0000405,2R,protein_coding,CycB,9.97E-01,9.98E-01,9.59E-08,4.24E-07,4.05E-04,2.76E-03,1.92E-02,4.86E-02,407.92,408.01,450.06,365.87,473.75,342.1,426.36,389.65,,
FBgn0000406,2L,protein_coding,Cyt-b5-r,3.77E-02,1.77E-01,1.66E-09,1.05E-08,7.65E-05,7.76E-04,4.41E-02,9.22E-02,"3,322.38","3,873.76",2966.85,4229.29,"2,357.44","4,287.32","3,576.26","4,171.25",,
FBgn0000409,2L,protein_coding,Cyt-c-p,1.86E-01,4.25E-01,1.49E-13,2.93E-12,4.74E-04,3.13E-03,6.86E-03,2.20E-02,"3,737.95","3,105.70",4974.24,1869.42,"5,755.08","1,720.82","4,193.40","2,018.01",,
FBgn0000411,3L,protein_coding,D,6.15E-03,6.84E-02,1.24E-01,1.75E-01,2.16E-01,3.75E-01,6.74E-01,7.34E-01,103.28,88.43,99.63,92.08,110.07,96.5,89.19,87.66,,
FBgn0000412,3R,protein_coding,D1,1.67E-01,3.99E-01,5.26E-03,1.01E-02,4.74E-02,1.21E-01,8.20E-01,8.53E-01,909.06,929.99,948.01,891.04,957.07,861.06,938.95,921.02,,
FBgn0000413,2L,protein_coding,da,6.89E-02,2.47E-01,4.01E-13,6.70E-12,2.99E-04,2.19E-03,4.76E-05,4.53E-04,734.29,697.11,673.22,758.18,677.99,790.6,668.45,725.76,,
FBgn0000414,3L,protein_coding,Dab,2.71E-02,1.48E-01,2.66E-07,1.08E-06,6.07E-01,7.49E-01,5.16E-03,1.79E-02,"1,181.38",996.93,968.49,1209.82,"1,070.04","1,292.72",866.93,"1,126.92",,
FBgn0000416,3R,protein_coding,Sap-r,6.47E-02,2.40E-01,2.42E-15,1.03E-13,7.92E-10,1.46E-07,6.77E-02,1.28E-01,"15,720.85","15,004.02",13568.04,17156.83,"12,883.46","18,558.23","14,252.61","15,755.42",,
FBgn0000422,2L,protein_coding,Ddc,1.09E-01,3.15E-01,5.16E-10,3.65E-09,4.56E-01,6.24E-01,1.80E-04,1.29E-03,659.84,724.94,760.93,623.85,733.97,585.71,787.88,662,,
FBgn0000426,2R,protein_coding,SmF,6.55E-02,2.42E-01,7.50E-01,7.97E-01,9.14E-01,9.53E-01,4.40E-01,5.37E-01,70.03,77.26,74.19,73.11,70.39,69.67,77.98,76.54,,
FBgn0000427,X,protein_coding,1-Dec,4.03E-01,6.41E-01,5.06E-01,5.80E-01,2.37E-01,4.02E-01,3.82E-01,4.83E-01,25.61,21.73,22.26,25.07,26.72,24.5,17.81,25.64,,
FBgn0000439,3R,protein_coding,Dfd,3.74E-01,6.15E-01,1.50E-05,4.43E-05,9.98E-01,9.99E-01,1.23E-02,3.45E-02,55.78,60.7,50.48,66.01,48.02,63.54,52.94,68.47,,
FBgn0000442,2L,protein_coding,Pkg21D,6.63E-04,2.42E-02,4.47E-02,7.06E-02,4.50E-03,1.88E-02,3.24E-01,4.25E-01,168.58,200.01,189.85,178.73,182.31,154.85,197.4,202.62,,
FBgn0000447,3R,protein_coding,Dhod,6.38E-01,8.11E-01,5.25E-06,1.68E-05,5.22E-03,2.11E-02,9.92E-03,2.93E-02,"1,151.15","1,129.52",1209.38,1071.29,"1,257.48","1,044.82","1,161.28","1,097.76",,
FBgn0000448,2R,protein_coding,Hr46,8.66E-02,2.80E-01,9.33E-01,9.47E-01,2.70E-01,4.41E-01,3.74E-03,1.40E-02,112.55,84.99,99.07,98.47,116.91,108.19,81.24,88.74,2R:6104250,0.000882937
FBgn0000449,3L,protein_coding,dib,9.43E-01,9.75E-01,3.05E-01,3.82E-01,2.04E-01,3.60E-01,5.34E-01,6.16E-01,1.91,1.88,2.12,1.68,2.41,1.42,1.83,1.94,,
FBgn0000451,3L,protein_coding,ect,8.44E-01,9.28E-01,7.27E-04,1.62E-03,2.07E-02,6.31E-02,4.95E-03,1.73E-02,52.18,53.16,47.90,57.45,44.33,60.04,51.48,54.85,,
FBgn0000454,3R,protein_coding,Dip-B,2.11E-01,4.56E-01,7.20E-02,1.08E-01,1.87E-02,5.83E-02,4.43E-05,4.28E-04,"1,159.13","1,227.70",1211.17,1175.66,"1,153.17","1,165.09","1,269.16","1,186.23",,
FBgn0000455,3R,protein_coding,Dip-C,1.34E-03,3.25E-02,7.36E-02,1.10E-01,1.16E-02,4.00E-02,1.07E-01,1.82E-01,619.04,705.92,650.18,674.78,588.87,649.2,711.49,700.36,,
FBgn0000459,X,protein_coding,disco,7.73E-01,8.92E-01,1.00E-02,1.81E-02,6.53E-01,7.84E-01,1.74E-01,2.66E-01,54.76,55.91,51.10,59.56,49.84,59.68,52.37,59.44,,
FBgn0000463,3R,protein_coding,Dl,9.09E-01,9.59E-01,1.37E-01,1.91E-01,5.25E-03,2.12E-02,6.76E-03,2.18E-02,160.54,159.31,155.61,164.25,164.77,156.32,146.44,172.17,,
FBgn0000464,2L,protein_coding,Lar,1.09E-02,9.20E-02,4.49E-01,5.24E-01,4.53E-03,1.89E-02,4.13E-02,8.79E-02,"1,156.91",993.17,1087.35,1062.73,"1,218.67","1,095.14",956.03,"1,030.31",2L:19694638,2.80E-05
FBgn0000473,2R,protein_coding,Cyp6a2,2.88E-03,4.74E-02,3.42E-02,5.55E-02,5.61E-01,7.14E-01,3.15E-13,7.83E-11,406.53,"1,492.23",903.81,994.95,373,440.05,"1,434.62","1,549.84",,
FBgn0000477,3R,protein_coding,DNaseII,2.10E-02,1.29E-01,1.66E-01,2.27E-01,6.03E-02,1.46E-01,5.35E-02,1.07E-01,388.44,465.68,414.27,439.84,358.07,418.81,470.48,460.88,,
FBgn0000479,X,protein_coding,dnc,1.66E-01,3.98E-01,6.01E-01,6.68E-01,3.21E-03,1.43E-02,9.13E-03,2.74E-02,"1,539.41","1,370.93",1439.00,1471.34,"1,621.69","1,457.14","1,256.31","1,485.54",X :3097383,5.51E-05
FBgn0000482,X,protein_coding,dor,2.88E-01,5.40E-01,7.18E-02,1.08E-01,6.96E-01,8.13E-01,4.29E-01,5.27E-01,282.58,273.95,271.33,285.20,277.11,288.05,265.55,282.35,,
FBgn0000489,3L,protein_coding,Pka-C3,7.91E-01,9.03E-01,9.76E-02,1.42E-01,9.28E-02,2.03E-01,2.45E-03,1.01E-02,"1,133.54","1,151.56",1170.38,1114.71,"1,189.63","1,077.44","1,151.13","1,151.98",,
FBgn0000490,2L,protein_coding,dpp,4.02E-01,6.40E-01,1.78E-04,4.43E-04,2.16E-01,3.75E-01,5.37E-01,6.19E-01,363.29,371.82,345.52,389.59,347.72,378.87,343.32,400.32,,
FBgn0000492,3R,protein_coding,Dr,1.15E-01,3.25E-01,2.33E-06,7.97E-06,1.33E-01,2.65E-01,4.87E-02,9.97E-02,156.94,134.07,120.33,170.68,125.18,188.71,115.48,152.65,,
FBgn0000497,2L,protein_coding,ds,4.32E-02,1.91E-01,2.10E-06,7.24E-06,1.39E-06,4.07E-05,5.89E-03,1.98E-02,364.91,313.42,373.06,305.27,433.57,296.25,312.54,314.29,2L:700998,0.000161917
FBgn0000499,X,protein_coding,dsh,7.72E-01,8.92E-01,4.58E-02,7.22E-02,6.80E-02,1.60E-01,1.00E-01,1.74E-01,546.8,542.17,556.23,532.75,569.21,524.4,543.25,541.09,,
FBgn0000500,3R,protein_coding,Dsk,1.94E-03,3.86E-02,3.64E-05,1.02E-04,4.49E-02,1.16E-01,7.84E-04,4.17E-03,82.29,118.82,91.58,109.53,77.17,87.42,106,131.63,,
FBgn0000504,3R,protein_coding,dsx,7.77E-02,2.64E-01,4.29E-03,8.34E-03,5.98E-02,1.45E-01,1.89E-05,2.13E-04,"1,460.46","1,255.98",1301.88,1414.57,"1,439.68","1,481.25","1,164.07","1,347.89",,
FBgn0000520,X,protein_coding,dwg,6.63E-03,7.10E-02,6.63E-03,1.24E-02,6.92E-01,8.11E-01,5.72E-01,6.50E-01,95.94,112.02,96.92,111.04,89.84,102.03,104,120.05,,
FBgn0000524,X,protein_coding,dx,5.36E-01,7.44E-01,3.84E-05,1.07E-04,8.16E-03,3.01E-02,1.80E-02,4.64E-02,131.89,127.61,120.22,139.28,127.92,135.86,112.52,142.7,X :6427616,0.000915346
FBgn0000527,3R,protein_coding,e,8.47E-02,2.77E-01,8.83E-10,5.93E-09,7.88E-03,2.93E-02,1.35E-05,1.61E-04,277.57,222.47,294.50,205.54,336.15,218.98,252.84,192.1,,
FBgn0000529,2L,protein_coding,bsh,1.97E-01,4.39E-01,2.15E-01,2.84E-01,4.60E-01,6.26E-01,8.66E-01,8.90E-01,10.01,8.78,8.59,10.21,8.73,11.3,8.45,9.11,,
FBgn0000533,3R,protein_coding,ea,9.19E-04,2.75E-02,1.29E-02,2.28E-02,4.28E-01,5.97E-01,8.35E-02,1.51E-01,76.6,103.92,85.24,95.28,70.07,83.14,100.42,107.41,,
FBgn0000535,X,protein_coding,eag,5.57E-03,6.51E-02,8.13E-01,8.51E-01,1.73E-02,5.47E-02,5.22E-02,1.05E-01,246.97,158.58,204.65,200.90,268.62,225.32,140.67,176.49,,
FBgn0000536,X,protein_coding,eas,2.64E-01,5.15E-01,1.20E-07,5.20E-07,5.93E-01,7.38E-01,3.11E-03,1.22E-02,"1,753.31","1,683.49",1615.60,1821.21,"1,642.60","1,864.03","1,588.60","1,778.39",,
FBgn0000541,3L,protein_coding,E(bx),1.39E-02,1.04E-01,2.02E-04,4.97E-04,1.03E-01,2.20E-01,3.07E-02,7.00E-02,"2,784.24","2,494.18",2515.96,2762.47,"2,709.56","2,858.93","2,322.36","2,666.01",,
FBgn0000542,X,protein_coding,ec,1.32E-02,1.01E-01,1.85E-06,6.44E-06,4.11E-03,1.75E-02,2.62E-02,6.18E-02,174.45,147.43,176.61,145.27,198.29,150.61,154.93,139.93,X :3752434,2.00E-06
FBgn0000543,3L,protein_coding,ecd,1.00E-01,3.01E-01,9.52E-02,1.39E-01,1.45E-02,4.74E-02,1.76E-01,2.68E-01,298.26,283.77,296.37,285.66,311.71,284.82,281.04,286.5,,
FBgn0000546,2R,protein_coding,EcR,6.43E-02,2.39E-01,3.50E-03,6.94E-03,7.40E-01,8.42E-01,1.78E-01,2.70E-01,693.08,632.07,626.41,698.73,660.72,725.43,592.1,672.04,,
FBgn0000547,2L,protein_coding,ed,1.12E-02,9.34E-02,6.88E-01,7.45E-01,2.13E-03,1.04E-02,1.14E-03,5.58E-03,"1,132.26","1,002.98",1071.34,1063.89,"1,167.05","1,097.46",975.63,"1,030.33",2L:4071242,0.000157885
FBgn0000551,3L,protein_coding,Edg78E,1.13E-01,3.23E-01,8.64E-01,8.92E-01,3.28E-01,5.00E-01,3.03E-01,4.05E-01,2.68,1.71,2.24,2.15,2.97,2.4,1.51,1.91,3L:21290125,0.000168653
FBgn0000552,3R,protein_coding,Edg84A,1.42E-01,3.66E-01,1.54E-01,2.12E-01,1.54E-01,2.94E-01,6.01E-01,6.74E-01,0.15,0,0.00,0.15,0,0.3,0,0,,
FBgn0000556,2R,protein_coding,Ef1alpha48D,3.20E-01,5.72E-01,5.95E-22,5.66E-19,3.68E-07,1.51E-05,2.06E-13,5.74E-11,"65,514.51","69,638.32",59080.23,76072.60,"55,003.56","76,025.46","63,156.89","76,119.74",,
FBgn0000557,3R,protein_coding,Ef1alpha100E,4.49E-03,5.89E-02,1.02E-06,3.73E-06,6.40E-04,3.94E-03,5.33E-04,3.08E-03,"4,350.02","3,374.05",3519.40,4204.66,"3,795.61","4,904.42","3,243.20","3,504.90",,
FBgn0000559,2L,protein_coding,EF2,6.25E-01,8.04E-01,2.15E-13,3.97E-12,4.58E-05,5.30E-04,3.92E-07,9.13E-06,"35,818.83","36,391.06",33960.31,38249.58,"32,880.41","38,757.24","35,040.20","37,741.91",,
FBgn0000560,3L,protein_coding,eg,8.83E-02,2.83E-01,1.07E-01,1.54E-01,2.93E-01,4.67E-01,8.86E-01,9.06E-01,18.83,21.57,21.96,18.44,21.73,15.93,22.19,20.94,,
FBgn0000562,2R,protein_coding,egl,1.69E-02,1.16E-01,1.31E-10,1.07E-09,1.87E-03,9.35E-03,3.98E-10,3.13E-08,"1,222.69","1,063.20",1087.11,1198.79,"1,147.41","1,297.98","1,026.80","1,099.60",,
FBgn0000564,3R,protein_coding,Eh,7.49E-01,8.80E-01,4.70E-01,5.46E-01,3.97E-01,5.69E-01,2.87E-01,3.88E-01,0.85,0.69,0.61,0.93,0.5,1.2,0.72,0.66,3R:13272473,0.000643052
FBgn0000565,3L,protein_coding,Eip71CD,2.08E-01,4.53E-01,9.67E-04,2.11E-03,4.15E-07,1.65E-05,6.85E-05,6.07E-04,"1,081.45","1,354.12",1359.62,1075.95,"1,475.51",687.4,"1,243.73","1,464.51",,
FBgn0000566,2R,protein_coding,Eip55E,1.72E-01,4.06E-01,1.54E-03,3.26E-03,1.82E-03,9.15E-03,2.26E-08,8.73E-07,681.61,599.68,616.17,665.12,633.11,730.1,599.23,600.14,,
FBgn0000567,3L,protein_coding,Eip74EF,5.90E-02,2.28E-01,1.57E-09,9.96E-09,7.15E-01,8.26E-01,4.28E-06,6.40E-05,419.86,341.89,329.46,432.29,366.29,473.43,292.64,391.14,,
FBgn0000568,3L,protein_coding,Eip75B,4.95E-02,2.06E-01,1.34E-07,5.75E-07,2.08E-01,3.65E-01,4.64E-03,1.65E-02,"1,524.13","1,301.65",1237.97,1587.82,"1,316.91","1,731.35","1,159.02","1,444.28",3L:17994466,7.25E-05
FBgn0000575,3L,protein_coding,emc,4.19E-02,1.88E-01,9.33E-10,6.23E-09,6.04E-01,7.47E-01,6.64E-01,7.26E-01,987.06,922.35,813.85,1095.57,838,"1,136.12",789.69,"1,055.01",,
FBgn0000576,3R,protein_coding,ems,2.84E-01,5.36E-01,5.35E-03,1.02E-02,3.87E-01,5.59E-01,9.16E-01,9.31E-01,18.75,17.5,15.48,20.76,16.88,20.62,14.09,20.9,,
FBgn0000577,2R,protein_coding,en,8.29E-01,9.21E-01,5.60E-05,1.51E-04,2.29E-01,3.92E-01,4.57E-03,1.63E-02,56.81,57.86,63.14,51.52,64.12,49.49,62.16,53.55,,
FBgn0000578,2R,protein_coding,ena,7.29E-04,2.55E-02,7.34E-09,4.03E-08,1.77E-03,8.91E-03,4.14E-02,8.79E-02,428.63,345.84,346.19,428.28,370.15,487.11,322.23,369.46,2R:15048449,0.000462408
FBgn0000579,2L,protein_coding,Eno,1.90E-01,4.30E-01,1.01E-15,5.22E-14,2.60E-01,4.29E-01,7.91E-03,2.46E-02,"10,095.58","9,276.82",12203.58,7168.82,"12,792.07","7,399.09","11,615.09","6,938.54",,
FBgn0000581,2R,protein_coding,E(Pc),3.53E-02,1.71E-01,1.78E-03,3.72E-03,3.89E-01,5.62E-01,9.82E-03,2.91E-02,"1,450.43","1,268.99",1290.85,1428.57,"1,399.01","1,501.86","1,182.70","1,355.29",,
FBgn0000588,2L,protein_coding,esc,6.03E-01,7.89E-01,1.92E-01,2.57E-01,2.88E-02,8.21E-02,1.26E-01,2.07E-01,47.77,45.83,44.99,48.60,49.07,46.46,40.92,50.74,,
FBgn0000591,3R,protein_coding,E(spl)m8-HLH,3.47E-01,5.92E-01,3.26E-01,4.01E-01,3.26E-01,4.98E-01,4.58E-01,5.50E-01,0.07,0,0.00,0.07,0,0.14,0,0,,
FBgn0000592,3L,protein_coding,Est-6,6.71E-03,7.15E-02,2.93E-11,2.82E-10,3.56E-09,4.68E-07,6.57E-05,5.87E-04,"18,538.21","14,051.91",18811.28,13778.84,"23,067.14","14,009.27","14,555.42","13,548.41",,
FBgn0000594,3L,protein_coding,Est-P,6.91E-01,8.45E-01,4.24E-03,8.26E-03,2.33E-01,3.97E-01,1.62E-02,4.29E-02,21.23,19.74,17.21,23.77,16.66,25.8,17.75,21.74,,
FBgn0000606,2R,protein_coding,eve,2.76E-01,5.28E-01,1.39E-01,1.94E-01,6.04E-01,7.47E-01,2.76E-03,1.11E-02,1.06,0.42,0.53,0.95,0.78,1.33,0.29,0.56,,
FBgn0000611,X,protein_coding,exd,9.40E-02,2.92E-01,1.95E-09,1.20E-08,2.36E-02,7.02E-02,2.13E-01,3.10E-01,"1,296.49","1,209.43",1088.79,1417.13,"1,087.09","1,505.90","1,090.50","1,328.36",,
FBgn0000615,2R,protein_coding,exu,7.63E-01,8.87E-01,8.08E-13,1.23E-11,3.78E-05,4.59E-04,1.93E-03,8.45E-03,"8,048.01","7,919.62",9210.75,6756.89,"9,761.81","6,334.21","8,659.69","7,179.56",,
FBgn0000617,X,protein_coding,e(y)1,3.23E-01,5.74E-01,4.64E-02,7.31E-02,2.60E-01,4.29E-01,7.59E-01,8.05E-01,57.1,54.61,59.00,52.71,61.97,52.22,56.02,53.2,,
FBgn0000618,X,protein_coding,e(y)2,5.19E-04,2.16E-02,2.90E-01,3.65E-01,9.04E-01,9.47E-01,9.82E-01,9.84E-01,65.57,74.98,72.16,68.38,67.24,63.89,77.08,72.88,,
FBgn0000625,3L,protein_coding,eyg,9.36E-02,2.91E-01,6.32E-01,6.95E-01,9.13E-01,9.52E-01,3.27E-01,4.29E-01,48.26,41.56,44.13,45.69,47.66,48.86,40.61,42.51,,
FBgn0000629,3L,protein_coding,E(z),8.16E-01,9.15E-01,2.24E-04,5.47E-04,4.91E-01,6.54E-01,9.00E-01,9.18E-01,274.18,272.95,256.89,290.24,254.76,293.6,259.03,286.88,,
FBgn0000633,2R,protein_coding,fas,1.08E-01,3.14E-01,2.25E-05,6.46E-05,3.95E-02,1.05E-01,1.40E-03,6.55E-03,235.8,213.1,239.52,209.38,257.28,214.32,221.76,204.44,2R:9567031,0.000219315
FBgn0000635,X,protein_coding,Fas2,4.67E-01,6.92E-01,9.71E-05,2.51E-04,7.69E-02,1.76E-01,1.03E-06,2.01E-05,"1,304.89","1,259.43",1240.70,1323.62,"1,280.19","1,329.58","1,201.20","1,317.66",,
FBgn0000636,2L,protein_coding,Fas3,4.45E-03,5.86E-02,7.24E-18,1.00E-15,5.42E-06,1.12E-04,6.17E-05,5.60E-04,875.01,695.71,613.19,957.53,653.56,"1,096.45",572.81,818.61,,
FBgn0000639,3L,protein_coding,Fbp1,7.39E-01,8.74E-01,4.26E-01,5.02E-01,4.61E-01,6.28E-01,3.22E-01,4.24E-01,1.39,1.23,1.14,1.48,1.06,1.72,1.22,1.24,,
FBgn0000640,2L,protein_coding,Fbp2,3.57E-01,6.01E-01,9.06E-01,9.26E-01,4.72E-01,6.37E-01,4.73E-02,9.75E-02,3.97,2.8,3.43,3.34,4.31,3.64,2.55,3.04,,
FBgn0000644,X,protein_coding,Fcp3C,9.01E-01,9.55E-01,7.29E-01,7.80E-01,8.70E-01,9.28E-01,1.29E-02,3.59E-02,6.76,6.6,6.55,6.81,6.58,6.95,6.53,6.67,,
FBgn0000658,2R,protein_coding,fj,6.53E-01,8.21E-01,5.10E-06,1.64E-05,1.33E-03,7.06E-03,3.40E-02,7.57E-02,44.26,42.19,51.11,35.34,57.15,31.38,45.07,39.31,,
FBgn0000659,3R,protein_coding,fkh,8.42E-01,9.28E-01,3.26E-04,7.73E-04,1.02E-02,3.61E-02,8.97E-04,4.62E-03,278.76,273.39,251.53,300.62,270.72,286.8,232.35,314.43,,
FBgn0000662,2R,protein_coding,fl(2)d,4.77E-02,2.02E-01,9.78E-07,3.58E-06,9.02E-02,1.99E-01,4.73E-01,5.63E-01,571.04,551.08,534.14,587.99,536.54,605.55,531.74,570.42,,
FBgn0000667,X,protein_coding,Actn,1.56E-03,3.46E-02,1.28E-14,3.94E-13,5.82E-08,3.69E-06,1.13E-03,5.53E-03,"3,912.97","2,364.98",4260.18,2017.77,"5,595.63","2,230.31","2,924.74","1,805.23",X :1920970,5.14E-19
FBgn0000709,X,protein_coding,fliI,6.58E-02,2.42E-01,7.05E-02,1.06E-01,4.04E-02,1.07E-01,4.39E-02,9.19E-02,326.18,292.81,299.91,319.07,327.55,324.81,272.28,313.33,,
FBgn0000711,X,protein_coding,flw,7.90E-04,2.61E-02,4.13E-02,6.58E-02,1.33E-01,2.65E-01,3.76E-01,4.77E-01,"1,146.77","1,012.13",1105.36,1053.55,"1,153.94","1,139.60","1,056.78",967.49,,
FBgn0000715,2R,protein_coding,FMRFa,5.40E-03,6.41E-02,1.58E-07,6.69E-07,3.30E-04,2.36E-03,2.04E-02,5.11E-02,134.33,94.24,92.35,136.22,99.44,169.23,85.26,103.22,,
FBgn0000719,X,protein_coding,fog,2.43E-01,4.94E-01,1.55E-06,5.48E-06,1.03E-01,2.19E-01,2.83E-03,1.13E-02,543.73,512.23,490.11,565.86,495.32,592.15,484.89,539.56,,
FBgn0000721,2L,protein_coding,for,3.91E-02,1.81E-01,1.98E-08,9.93E-08,4.52E-05,5.25E-04,2.37E-06,3.91E-05,"2,655.75","2,910.26",2654.93,2911.08,"2,447.88","2,863.61","2,861.98","2,958.54",,
FBgn0000723,3R,protein_coding,FER,3.91E-02,1.81E-01,1.68E-05,4.92E-05,1.12E-01,2.32E-01,5.38E-01,6.20E-01,"1,291.83","1,241.28",1210.14,1322.98,"1,217.55","1,366.12","1,202.73","1,279.83",,
FBgn0000808,X,protein_coding,gd,8.44E-01,9.28E-01,3.82E-04,8.97E-04,1.10E-01,2.30E-01,3.60E-01,4.62E-01,5.85,6.03,4.23,7.65,4.84,6.86,3.62,8.45,,
FBgn0000810,X,protein_coding,fs(1)K10,6.63E-02,2.43E-01,1.22E-05,3.66E-05,4.01E-01,5.73E-01,7.58E-03,2.38E-02,213.29,187.35,182.75,217.88,192.9,233.68,172.61,202.08,X :2139886,5.91E-25
FBgn0000826,X,protein_coding,png,6.79E-01,8.38E-01,9.13E-01,9.31E-01,5.30E-02,1.32E-01,5.41E-01,6.22E-01,5.91,6.3,6.05,6.16,6.83,5,5.28,7.32,,
FBgn0000927,X,protein_coding,fs(1)Ya,6.65E-02,2.43E-01,3.96E-02,6.34E-02,7.32E-01,8.37E-01,3.75E-01,4.76E-01,12.11,15.69,12.19,15.61,10.67,13.55,13.7,17.68,,
FBgn0000928,X,protein_coding,fs(1)Yb,8.17E-01,9.16E-01,5.57E-01,6.28E-01,8.95E-01,9.43E-01,2.49E-02,5.93E-02,29.69,28.87,29.90,28.66,30.45,28.93,29.35,28.39,X :2616060,4.13E-27
FBgn0000964,2L,protein_coding,tj,1.87E-01,4.27E-01,7.73E-01,8.17E-01,8.45E-01,9.12E-01,1.67E-02,4.38E-02,30.28,25.56,28.20,27.64,30.75,29.82,25.65,25.47,,
FBgn0000996,2R,protein_coding,dup,1.02E-01,3.04E-01,6.12E-05,1.64E-04,1.51E-01,2.90E-01,2.37E-01,3.36E-01,82.33,75.22,86.41,71.14,92.36,72.3,80.46,69.98,2R:11266475,0.000442836
FBgn0001075,2L,protein_coding,ft,8.53E-02,2.78E-01,2.99E-02,4.92E-02,1.49E-03,7.76E-03,1.12E-06,2.15E-05,275.92,342.16,320.94,297.14,306.15,245.69,335.74,348.58,2L:4221096,0.000563918
